session_id,participant_id,total_clicks,session_duration_s,final_score,total_rewards,overall_reward_rate,overall_switch_rate,total_switches,mean_run_length,median_run_length,mean_ici_s,median_ici_s,choice_prop_a,choice_entropy,proportion_optimal,mean_regret,cumulative_regret,win_stay_rate,lose_shift_rate,phase1_clicks,phase1_choice_prop_a,phase1_reward_rate,phase1_switch_rate,phase1_mean_run_length,phase1_mean_ici_s,phase1_proportion_optimal,phase2_clicks,phase2_choice_prop_a,phase2_reward_rate,phase2_switch_rate,phase2_mean_run_length,phase2_mean_ici_s,phase2_proportion_optimal,phase3_clicks,phase3_choice_prop_a,phase3_reward_rate,phase3_switch_rate,phase3_mean_run_length,phase3_mean_ici_s,phase3_proportion_optimal,phase4_clicks,phase4_choice_prop_a,phase4_reward_rate,phase4_switch_rate,phase4_mean_run_length,phase4_mean_ici_s,phase4_proportion_optimal,adaptation_lag_phase2_s,adaptation_lag_phase3_s,adaptation_lag_phase4_s
S028,P028,1003,359.583,4560,456,0.4546360917248255,0.4675972083748754,469,2.6689930209371884,2.0,0.35793020937188436,0.352,0.5024925224327019,0.9999820739549017,0.6021934197407777,0.0920852442671984,92.36149999999999,0.47368421052631576,0.4194139194139194,219,0.5159817351598174,0.9269406392694064,0.7123287671232876,1.9589041095890412,0.4066255707762558,0.7031963470319634,263,0.6692015209125475,0.5133079847908745,0.5361216730038023,2.570342205323194,0.34244106463878327,0.6121673003802282,285,0.3719298245614035,0.3192982456140351,0.21754385964912282,3.7859649122807015,0.31611578947368424,0.5929824561403508,236,0.461864406779661,0.11440677966101695,0.4661016949152542,2.0889830508474576,0.3805,0.5084745762711864,9.033,11.495,
S029,P029,494,359.567,4660,466,0.9433198380566802,0.4797570850202429,237,1.9008097165991902,2.0,0.725,0.6475,0.4817813765182186,0.9990420743634416,0.5445344129554656,0.031918421052631575,15.7677,0.5321888412017167,0.7037037037037037,123,0.43902439024390244,0.991869918699187,0.3902439024390244,2.268292682926829,0.7172845528455286,0.3821138211382114,130,0.5153846153846153,0.9538461538461539,0.4230769230769231,2.0076923076923077,0.6910538461538461,0.5153846153846153,132,0.4696969696969697,0.9696969696969697,0.4621212121212121,1.6666666666666667,0.6820075757575758,0.5909090909090909,109,0.5045871559633027,0.8440366972477065,0.6697247706422018,1.6422018348623852,0.8262568807339451,0.7064220183486238,4.385,22.992,
S030,P030,1231,359.977,3120,312,0.25345247766043866,0.15190901705930138,187,4.948822095857027,4.0,0.29127457351746544,0.288,0.5142160844841592,0.9994167925619497,0.45491470349309504,0.13833419983753045,170.2894,0.9102564102564102,0.17320261437908496,301,0.53156146179402,0.37209302325581395,0.18272425249169436,5.953488372093023,0.2936810631229236,0.44518272425249167,309,0.6116504854368932,0.2783171521035599,0.1650485436893204,4.197411003236246,0.2914239482200647,0.5598705501618123,310,0.4032258064516129,0.2709677419354839,0.13548387096774195,4.84516129032258,0.28987419354838706,0.5548387096774193,311,0.5112540192926045,0.09646302250803858,0.12540192926045016,4.826366559485531,0.290192926045016,0.2604501607717042,5.977,7.945,
S031,P031,990,358.777,4610,461,0.46565656565656566,0.10202020202020202,101,8.16161616161616,6.0,0.36120505050505053,0.352,0.47878787878787876,0.9987013172132608,0.45454545454545453,0.23396919191919194,231.6295,0.9327548806941431,0.13257575757575757,245,0.46938775510204084,0.5428571428571428,0.10612244897959183,7.869387755102041,0.36137959183673474,0.39591836734693875,255,0.6470588235294118,0.5803921568627451,0.0784313725490196,9.549019607843137,0.35401176470588236,0.5372549019607843,249,0.3413654618473896,0.5542168674698795,0.09236947791164658,8.369477911646586,0.3601646586345382,0.5461847389558233,241,0.45228215767634855,0.17427385892116182,0.13278008298755187,6.775933609958506,0.3697136929460581,0.33195020746887965,0.057,5.979,
S032,P032,918,358.496,4400,440,0.4793028322440087,0.11546840958605664,106,7.76797385620915,6.0,0.3895119825708061,0.342,0.49455337690631807,0.9999144011814889,0.42810457516339867,0.240499128540305,220.7782,0.9204545454545454,0.1488469601677149,237,0.5232067510548524,0.6160337552742616,0.14767932489451477,6.481012658227848,0.3736075949367089,0.42616033755274263,222,0.6351351351351351,0.5855855855855856,0.09009009009009009,9.022522522522523,0.4065045045045045,0.49099099099099097,226,0.3938053097345133,0.5442477876106194,0.07079646017699115,9.70796460176991,0.3990309734513275,0.4646017699115044,233,0.4291845493562232,0.1759656652360515,0.15021459227467812,6.0,0.38026609442060083,0.33476394849785407,13.949,6.214,
S033,P033,1013,360.042,3790,379,0.3741362290227048,0.09970384995064166,101,7.496544916090819,6.0,0.35451727541954586,0.306,0.49950641658440276,0.9999992970479156,0.42744323790720634,0.21426683119447187,217.0523,0.9472295514511874,0.12796208530805686,162,0.5555555555555556,0.6111111111111112,0.08641975308641975,7.049382716049383,0.539283950617284,0.4506172839506173,274,0.583941605839416,0.46715328467153283,0.09124087591240876,7.072992700729927,0.3338941605839416,0.48175182481751827,291,0.3917525773195876,0.38144329896907214,0.10996563573883161,6.618556701030927,0.3094570446735395,0.5257731958762887,286,0.4965034965034965,0.14335664335664336,0.1048951048951049,9.048951048951048,0.315465034965035,0.26223776223776224,0.841,8.981,
S034,P034,895,360.005,5460,546,0.6100558659217877,0.22793296089385476,204,3.8201117318435753,3.0,0.40137988826815646,0.379,0.4994413407821229,0.999999099469217,0.5508379888268157,0.11759743016759776,105.24969999999999,0.8406593406593407,0.33620689655172414,213,0.49295774647887325,0.863849765258216,0.2535211267605634,3.0892018779342725,0.417093896713615,0.4647887323943662,230,0.6608695652173913,0.7695652173913043,0.1608695652173913,4.8478260869565215,0.3921782608695652,0.6391304347826087,233,0.34763948497854075,0.6437768240343348,0.15879828326180256,4.776824034334764,0.3870085836909871,0.6394849785407726,219,0.4977168949771689,0.1598173515981735,0.3470319634703196,2.4337899543378994,0.4110502283105023,0.4474885844748858,8.637,10.767,
S035,P035,1241,359.961,3900,390,0.314262691377921,0.09669621273166801,120,6.995165189363417,6.0,0.28905237711522963,0.238,0.492344883158743,0.9998309071865779,0.41659951651893634,0.21161450443190977,262.6136,0.9512820512820512,0.1188235294117647,284,0.5316901408450704,0.5035211267605634,0.09859154929577464,6.961267605633803,0.31214788732394366,0.4612676056338028,327,0.4923547400611621,0.3058103975535168,0.08256880733944955,7.510703363914373,0.27524159021406724,0.4617737003058104,322,0.4192546583850932,0.35093167701863354,0.08074534161490683,7.46583850931677,0.27862732919254657,0.48757763975155277,308,0.5324675324675324,0.11038961038961038,0.1266233766233766,5.987012987012987,0.2933181818181818,0.2532467532467532,5.978,5.023,
S036,P036,732,359.296,5480,548,0.7486338797814208,0.37158469945355194,272,3.9795081967213113,2.0,0.4892117486338798,0.408,0.49043715846994534,0.9997361209374863,0.575136612021858,0.10816448087431695,79.1764,0.7208029197080292,0.6502732240437158,191,0.5497382198952879,0.900523560209424,0.5026178010471204,3.2094240837696337,0.46402617801047125,0.6387434554973822,203,0.625615763546798,0.7783251231527094,0.3645320197044335,3.9753694581280787,0.4428128078817734,0.5862068965517241,212,0.3018867924528302,0.7830188679245284,0.16981132075471697,5.8915094339622645,0.423561320754717,0.5094339622641509,126,0.5,0.4126984126984127,0.5238095238095238,1.9365079365079365,0.7126031746031747,0.5714285714285714,9.646,7.294,
S037,P037,892,359.915,6160,616,0.6905829596412556,0.5100896860986547,455,2.9439461883408073,1.0,0.40289573991031397,0.3805,0.5067264573991032,0.9998694459264538,0.6031390134529148,0.08560470852017936,76.3594,0.5714285714285714,0.6945454545454546,231,0.5021645021645021,0.8181818181818182,0.5281385281385281,2.6406926406926408,0.38465367965367964,0.5151515151515151,238,0.7058823529411765,0.8445378151260504,0.41596638655462187,3.7941176470588234,0.37990336134453784,0.6428571428571429,225,0.30666666666666664,0.8133333333333334,0.4444444444444444,3.6266666666666665,0.3998755555555556,0.6088888888888889,198,0.5,0.21717171717171718,0.6767676767676768,1.5,0.4552474747474748,0.6515151515151515,6.369,12.657,
S038,P038,1177,359.971,4410,441,0.3746813933729822,0.08411214953271028,99,8.08071367884452,7.0,0.3050569243840272,0.251,0.4842820730671198,0.9992870376154209,0.39932030586236195,0.22332056074766354,262.8483,0.9569160997732427,0.10884353741496598,248,0.46774193548387094,0.6370967741935484,0.11693548387096774,6.471774193548387,0.35782661290322587,0.4637096774193548,298,0.5906040268456376,0.4228187919463087,0.08389261744966443,7.2114093959731544,0.30296644295302017,0.4899328859060403,310,0.3967741935483871,0.36451612903225805,0.06774193548387097,9.374193548387098,0.2896741935483871,0.42258064516129035,321,0.48286604361370716,0.13707165109034267,0.07476635514018691,8.881619937694705,0.2810841121495327,0.24299065420560748,4.07,9.51,
S039,P039,918,359.781,5210,521,0.5675381263616558,0.27342047930283225,251,4.4411764705882355,3.0,0.3910021786492375,0.3645,0.5130718954248366,0.9995069043761566,0.5424836601307189,0.11286546840958606,103.6105,0.9347408829174664,0.547979797979798,207,0.5314009661835749,0.8067632850241546,0.19806763285024154,4.236714975845411,0.42768115942028984,0.4057971014492754,226,0.6991150442477876,0.7522123893805309,0.16371681415929204,5.185840707964601,0.40093362831858403,0.5619469026548672,229,0.30131004366812225,0.6855895196506551,0.14410480349344978,6.165938864628821,0.3912751091703056,0.5807860262008734,256,0.5234375,0.10546875,0.546875,2.40625,0.35233203125,0.6015625,8.421,10.413,
S040,P040,653,359.662,5200,520,0.7963246554364471,0.3016845329249617,197,3.2695252679938744,3.0,0.5493491577335375,0.512,0.5022970903522205,0.9999847748276378,0.5068912710566615,0.08737320061255742,57.0547,0.8073217726396917,0.7293233082706767,158,0.5,0.879746835443038,0.15822784810126583,4.037974683544304,0.5615379746835444,0.2468354430379747,165,0.6181818181818182,0.9393939393939394,0.17575757575757575,3.812121212121212,0.5446424242424244,0.6060606060606061,191,0.39267015706806285,0.8691099476439791,0.29842931937172773,3.3141361256544504,0.47159685863874345,0.581151832460733,139,0.5179856115107914,0.4316546762589928,0.6187050359712231,1.6906474820143884,0.6479208633093526,0.5827338129496403,10.938,11.462,
S041,P041,950,359.751,4980,498,0.5242105263157895,0.16,152,5.085263157894737,4.0,0.37542315789473685,0.352,0.4842105263157895,0.999280531064971,0.5052631578947369,0.1262482105263158,119.9358,0.857429718875502,0.17960088691796008,204,0.47058823529411764,0.8578431372549019,0.22549019607843138,3.299019607843137,0.42453921568627456,0.4852941176470588,248,0.6733870967741935,0.5443548387096774,0.13709677419354838,5.903225806451613,0.3610201612903226,0.592741935483871,247,0.3360323886639676,0.6437246963562753,0.12550607287449392,6.016194331983805,0.3667935222672065,0.6194331983805668,251,0.4541832669322709,0.11553784860557768,0.16334661354581673,4.812749003984064,0.35822709163346617,0.32270916334661354,1.441,0.193,
S042,P042,718,359.833,4800,480,0.6685236768802229,0.17827298050139276,128,6.967966573816156,5.0,0.49932729805013937,0.409,0.5194986072423399,0.9989027089208061,0.4456824512534819,0.12417604456824513,89.1584,0.9125,0.3628691983122363,161,0.4968944099378882,0.7950310559006211,0.08074534161490683,7.937888198757764,0.5502049689440993,0.2857142857142857,187,0.7807486631016043,0.8342245989304813,0.10160427807486631,8.957219251336898,0.48012299465240643,0.44385026737967914,210,0.3476190476190476,0.7666666666666667,0.13333333333333333,7.5095238095238095,0.4299,0.5333333333333333,160,0.4625,0.21875,0.425,2.95625,0.5617,0.49375,8.069,10.309,
S043,P043,780,360.131,4470,447,0.573076923076923,0.2935897435897436,229,3.7051282051282053,3.0,0.4600935897435897,0.413,0.48205128205128206,0.9990702531566406,0.46794871794871795,0.17357205128205128,135.3862,0.7539149888143176,0.35843373493975905,186,0.510752688172043,0.8440860215053764,0.22580645161290322,4.935483870967742,0.4758118279569893,0.3763440860215054,175,0.5428571428571428,0.6628571428571428,0.3657142857142857,2.4,0.51508,0.5428571428571428,201,0.39800995024875624,0.7313432835820896,0.23383084577114427,4.019900497512438,0.44768159203980096,0.5323383084577115,218,0.48623853211009177,0.12385321100917432,0.3486238532110092,3.4128440366972477,0.4139862385321101,0.42660550458715596,14.33,6.653,
