session_id,phase_id,E,lib_size,n_obs,rho_reward_causes_choice,rho_choice_causes_reward
mmh0rqn6g1cadb,4,2,74,139,0.21749900000000003,0.16242649999999997
mmh0rqn6g1cadb,4,2,101,139,0.22536749999999994,0.22700099999999995
mmh0rqn6g1cadb,4,2,129,139,0.21649299999999996,0.2801265
mmh0tro0khha5x,1,2,20,200,0.112121,0.1717255
mmh0tro0khha5x,1,2,62,200,0.14433400000000002,0.299378
mmh0tro0khha5x,1,2,105,200,0.12719750000000002,0.3451145
mmh0tro0khha5x,1,2,147,200,0.171771,0.37971350000000004
mmh0tro0khha5x,1,2,190,200,0.16466350000000002,0.4041975
mmh0tro0khha5x,2,2,20,200,0.1931655,0.073929
mmh0tro0khha5x,2,2,62,200,0.26664450000000006,0.1594585
mmh0tro0khha5x,2,2,105,200,0.35077400000000003,0.21171800000000002
mmh0tro0khha5x,2,2,147,200,0.358329,0.2385395
mmh0tro0khha5x,2,2,190,200,0.39925,0.2878465
mmh0tro0khha5x,3,2,20,200,0.461268,0.38945299999999994
mmh0tro0khha5x,3,2,62,200,0.5167495,0.44264449999999994
mmh0tro0khha5x,3,2,105,200,0.551737,0.4786289999999999
mmh0tro0khha5x,3,2,147,200,0.5641325000000001,0.5091750000000002
mmh0tro0khha5x,3,2,190,200,0.5852134999999998,0.509643
mmh0tro0khha5x,4,2,20,200,0.1102855,0.204665
mmh0tro0khha5x,4,2,62,200,0.1651505,0.20869200000000002
mmh0tro0khha5x,4,2,105,200,0.2529795,0.27062149999999996
mmh0tro0khha5x,4,2,147,200,0.295096,0.2851975
mmh0tro0khha5x,4,2,190,200,0.3271879999999999,0.28273500000000007
mmh0uacrkmrg83,1,2,20,161,0.49736400000000003,0.27031799999999995
mmh0uacrkmrg83,1,2,52,161,0.537071,0.455149
mmh0uacrkmrg83,1,2,85,161,0.5522625,0.48522550000000003
mmh0uacrkmrg83,1,2,118,161,0.6103735,0.4792915
mmh0uacrkmrg83,1,2,151,161,0.6492199999999999,0.49768999999999997
mmh0uacrkmrg83,2,2,20,187,0.4685719999999999,0.4436775
mmh0uacrkmrg83,2,2,59,187,0.492514,0.4888855
mmh0uacrkmrg83,2,2,98,187,0.513428,0.49867899999999993
mmh0uacrkmrg83,2,2,137,187,0.558526,0.52318
mmh0uacrkmrg83,2,2,177,187,0.6068490000000001,0.5418485000000001
mmh0uacrkmrg83,3,2,20,200,0.5395255000000001,0.28146899999999997
mmh0uacrkmrg83,3,2,62,200,0.6745355000000001,0.4080015
mmh0uacrkmrg83,3,2,105,200,0.7062555,0.45407899999999995
mmh0uacrkmrg83,3,2,147,200,0.7268655,0.482737
mmh0uacrkmrg83,3,2,190,200,0.7380619999999999,0.5017699999999999
mmh0uacrkmrg83,4,2,20,160,0.17366350000000003,0.06875700000000001
mmh0uacrkmrg83,4,2,52,160,0.2740085,0.11714949999999999
mmh0uacrkmrg83,4,2,85,160,0.306746,0.147333
mmh0uacrkmrg83,4,2,117,160,0.31358349999999996,0.14676850000000002
mmh0uacrkmrg83,4,2,150,160,0.338359,0.180218
mmh0ueb9o9dis7,1,2,20,186,0.20395450000000004,0.285877
mmh0ueb9o9dis7,1,2,59,186,0.26713849999999995,0.311095
mmh0ueb9o9dis7,1,2,98,186,0.28240149999999997,0.3350965
mmh0ueb9o9dis7,1,2,137,186,0.3373345,0.3561005
mmh0ueb9o9dis7,1,2,176,186,0.369047,0.33829549999999997
mmh0ueb9o9dis7,2,2,20,175,0.5417829999999999,0.5459024999999998
mmh0ueb9o9dis7,2,2,56,175,0.6360535,0.6254769999999998
mmh0ueb9o9dis7,2,2,92,175,0.658714,0.6904480000000001
mmh0ueb9o9dis7,2,2,128,175,0.701285,0.7075105
mmh0ueb9o9dis7,2,2,165,175,0.715025,0.705929
mmh0ueb9o9dis7,3,2,20,200,0.33691099999999996,0.4429495
mmh0ueb9o9dis7,3,2,62,200,0.404818,0.545307
mmh0ueb9o9dis7,3,2,105,200,0.439952,0.5850135
mmh0ueb9o9dis7,3,2,147,200,0.449681,0.6086965
mmh0ueb9o9dis7,3,2,190,200,0.451669,0.611394
mmh0ueb9o9dis7,4,2,20,200,0.09456250000000001,0.2929985
mmh0ueb9o9dis7,4,2,62,200,0.07975600000000001,0.34312750000000003
mmh0ueb9o9dis7,4,2,105,200,0.10652049999999999,0.381388
mmh0ueb9o9dis7,4,2,147,200,0.1403605,0.41838800000000004
mmh0ueb9o9dis7,4,2,190,200,0.1492735,0.41482450000000004
mmh0vbvu4yn6l1,1,2,20,200,0.11319399999999999,0.11581099999999997
mmh0vbvu4yn6l1,1,2,62,200,0.4263935,0.31336449999999993
mmh0vbvu4yn6l1,1,2,105,200,0.4581685000000001,0.415259
mmh0vbvu4yn6l1,1,2,147,200,0.5045075000000001,0.446108
mmh0vbvu4yn6l1,1,2,190,200,0.527491,0.46525350000000004
mmh0vbvu4yn6l1,2,2,20,200,0.3497125,0.301685
mmh0vbvu4yn6l1,2,2,62,200,0.42697,0.3707795
mmh0vbvu4yn6l1,2,2,105,200,0.44163749999999996,0.4263195000000001
mmh0vbvu4yn6l1,2,2,147,200,0.504228,0.45972749999999996
mmh0vbvu4yn6l1,2,2,190,200,0.5428170000000001,0.4461274999999999
mmh0vbvu4yn6l1,3,3,20,200,0.26161100000000004,0.11513150000000001
mmh0vbvu4yn6l1,3,3,62,200,0.368338,0.16472749999999997
mmh0vbvu4yn6l1,3,3,105,200,0.419914,0.22077750000000007
mmh0vbvu4yn6l1,3,3,147,200,0.4665165,0.2489685
mmh0vbvu4yn6l1,3,3,190,200,0.4929880000000001,0.3176025
mmh0vbvu4yn6l1,4,4,20,200,0.0482465,0.15465250000000003
mmh0vbvu4yn6l1,4,4,62,200,0.12703799999999998,0.2921145
mmh0vbvu4yn6l1,4,4,105,200,0.1561635,0.34851550000000003
mmh0vbvu4yn6l1,4,4,147,200,0.13683599999999996,0.3693355
mmh0vbvu4yn6l1,4,4,190,200,0.15340900000000002,0.3990275
mmh0vh7gck5q8n,1,2,20,172,0.41587399999999997,0.252526
mmh0vh7gck5q8n,1,2,55,172,0.522195,0.38168649999999993
mmh0vh7gck5q8n,1,2,91,172,0.553824,0.42226400000000003
mmh0vh7gck5q8n,1,2,126,172,0.577916,0.46729699999999996
mmh0vh7gck5q8n,1,2,162,172,0.6091305,0.449534
mmh0vh7gck5q8n,2,2,20,200,0.26354500000000003,0.313672
mmh0vh7gck5q8n,2,2,62,200,0.3194115,0.3085295
mmh0vh7gck5q8n,2,2,105,200,0.3281715,0.32312799999999997
mmh0vh7gck5q8n,2,2,147,200,0.33792849999999997,0.34430050000000006
mmh0vh7gck5q8n,2,2,190,200,0.3622344999999999,0.3715895
mmh0vh7gck5q8n,3,4,20,200,0.6303540000000001,0.5096924999999999
mmh0vh7gck5q8n,3,4,62,200,0.6762465000000001,0.5175615
mmh0vh7gck5q8n,3,4,105,200,0.70876,0.5154825000000001
mmh0vh7gck5q8n,3,4,147,200,0.7189210000000001,0.5358160000000001
mmh0vh7gck5q8n,3,4,190,200,0.738648,0.5627424999999999
mmh0vh7gck5q8n,4,2,20,200,0.2127115,0.15734149999999997
mmh0vh7gck5q8n,4,2,62,200,0.28979,0.24112699999999995
mmh0vh7gck5q8n,4,2,105,200,0.36414549999999996,0.2965915
mmh0vh7gck5q8n,4,2,147,200,0.39450750000000007,0.31010499999999996
mmh0vh7gck5q8n,4,2,190,200,0.41190750000000004,0.34569400000000006
mmh0wavycmn4y3,1,2,20,200,0.2799335,0.13098149999999997
mmh0wavycmn4y3,1,2,62,200,0.3613105,0.138517
mmh0wavycmn4y3,1,2,105,200,0.40878099999999995,0.21409700000000004
mmh0wavycmn4y3,1,2,147,200,0.4417765,0.23118950000000002
mmh0wavycmn4y3,1,2,190,200,0.47532499999999994,0.27035149999999997
mmh0wavycmn4y3,2,2,20,200,0.22238750000000002,0.32557600000000003
mmh0wavycmn4y3,2,2,62,200,0.305664,0.34853900000000004
mmh0wavycmn4y3,2,2,105,200,0.3798685,0.3876535
mmh0wavycmn4y3,2,2,147,200,0.4058445,0.38839450000000003
mmh0wavycmn4y3,2,2,190,200,0.42158750000000006,0.4108784999999999
mmh0wavycmn4y3,3,2,20,200,0.39928500000000006,0.288394
mmh0wavycmn4y3,3,2,62,200,0.48321,0.408108
mmh0wavycmn4y3,3,2,105,200,0.520948,0.45854750000000005
mmh0wavycmn4y3,3,2,147,200,0.54159,0.48758999999999997
mmh0wavycmn4y3,3,2,190,200,0.5735349999999999,0.5000185
mmh0wavycmn4y3,4,5,20,200,0.17866900000000002,0.111605
mmh0wavycmn4y3,4,5,62,200,0.24234349999999996,0.165266
mmh0wavycmn4y3,4,5,105,200,0.18450899999999998,0.2749985
mmh0wavycmn4y3,4,5,147,200,0.19823449999999995,0.32148049999999995
mmh0wavycmn4y3,4,5,190,200,0.22027600000000006,0.356374
mmh0x9u4kgtvxn,1,2,20,200,0.0562795,0.23000150000000005
mmh0x9u4kgtvxn,1,2,62,200,0.06393,0.350955
mmh0x9u4kgtvxn,1,2,105,200,0.117838,0.359607
mmh0x9u4kgtvxn,1,2,147,200,0.13022799999999998,0.39322749999999995
mmh0x9u4kgtvxn,1,2,190,200,0.104994,0.42672250000000006
mmh0x9u4kgtvxn,2,2,20,200,0.33596699999999996,0.46265
mmh0x9u4kgtvxn,2,2,62,200,0.395308,0.5257565
mmh0x9u4kgtvxn,2,2,105,200,0.4673845,0.550847
mmh0x9u4kgtvxn,2,2,147,200,0.5057245,0.574104
mmh0x9u4kgtvxn,2,2,190,200,0.538829,0.580086
mmh0x9u4kgtvxn,3,2,20,200,0.20995850000000002,0.1380645
mmh0x9u4kgtvxn,3,2,62,200,0.283848,0.21675150000000004
mmh0x9u4kgtvxn,3,2,105,200,0.345466,0.29382949999999997
mmh0x9u4kgtvxn,3,2,147,200,0.386667,0.32612399999999997
mmh0x9u4kgtvxn,3,2,190,200,0.4016795,0.3711
mmh0x9u4kgtvxn,4,2,20,200,0.062033000000000005,0.043698
mmh0x9u4kgtvxn,4,2,62,200,0.1267065,0.04996099999999999
mmh0x9u4kgtvxn,4,2,105,200,0.13693599999999997,0.014056499999999996
mmh0x9u4kgtvxn,4,2,147,200,0.14604450000000002,0.084156
mmh0x9u4kgtvxn,4,2,190,200,0.15954900000000002,0.045413
mmh0yegg0emahk,1,2,20,200,0.070603,0.40074750000000003
mmh0yegg0emahk,1,2,62,200,0.16014599999999998,0.5324420000000001
mmh0yegg0emahk,1,2,105,200,0.21377750000000004,0.5443879999999999
mmh0yegg0emahk,1,2,147,200,0.240163,0.585097
mmh0yegg0emahk,1,2,190,200,0.237778,0.6166305
mmh0yegg0emahk,2,2,20,200,0.303095,0.28537399999999996
mmh0yegg0emahk,2,2,62,200,0.4304665,0.54189
mmh0yegg0emahk,2,2,105,200,0.46115200000000006,0.5637645000000001
mmh0yegg0emahk,2,2,147,200,0.483977,0.5866445
mmh0yegg0emahk,2,2,190,200,0.5091545000000001,0.6046745
mmh0yegg0emahk,3,2,20,171,0.5776885,0.336387
mmh0yegg0emahk,3,2,55,171,0.611041,0.351724
mmh0yegg0emahk,3,2,90,171,0.60568,0.36210050000000005
mmh0yegg0emahk,3,2,125,171,0.6351799999999999,0.34342000000000006
mmh0yegg0emahk,3,2,161,171,0.6506624999999999,0.4072125000000001
mmh0yegg0emahk,4,2,20,119,0.394543,0.5838805
mmh0yegg0emahk,4,2,42,119,0.545462,0.698872
mmh0yegg0emahk,4,2,64,119,0.5568095,0.691261
mmh0yegg0emahk,4,2,86,119,0.5712314999999999,0.7107149999999999
mmh0yegg0emahk,4,2,109,119,0.6357894999999999,0.7206685
mmh115pr1lsvkw,1,2,20,192,0.5091629999999999,0.589727
mmh115pr1lsvkw,1,2,60,192,0.5544695000000001,0.601362
mmh115pr1lsvkw,1,2,101,192,0.601985,0.625881
mmh115pr1lsvkw,1,2,141,192,0.608963,0.6775014999999999
mmh115pr1lsvkw,1,2,182,192,0.6107069999999999,0.6948084999999999
mmh115pr1lsvkw,2,2,20,200,0.24017550000000001,0.264324
mmh115pr1lsvkw,2,2,62,200,0.3154735,0.379277
mmh115pr1lsvkw,2,2,105,200,0.38336899999999996,0.41109999999999997
mmh115pr1lsvkw,2,2,147,200,0.418133,0.4488155
mmh115pr1lsvkw,2,2,190,200,0.4630935,0.44270249999999994
mmh115pr1lsvkw,3,2,20,200,0.3080255,0.42625650000000004
mmh115pr1lsvkw,3,2,62,200,0.3326055,0.4478559999999999
mmh115pr1lsvkw,3,2,105,200,0.379472,0.519245
mmh115pr1lsvkw,3,2,147,200,0.4260689999999999,0.5360405000000001
mmh115pr1lsvkw,3,2,190,200,0.44116800000000006,0.5508185
mmh115pr1lsvkw,4,2,20,119,0.15901700000000002,0.3795975
mmh115pr1lsvkw,4,2,42,119,0.169517,0.41414549999999994
mmh115pr1lsvkw,4,2,64,119,0.20871800000000001,0.45481
mmh115pr1lsvkw,4,2,86,119,0.204235,0.519304
mmh115pr1lsvkw,4,2,109,119,0.25815750000000004,0.5605025
mmh16ou0ocswzc,1,2,20,200,0.30582,0.2873235
mmh16ou0ocswzc,1,2,62,200,0.3455505,0.34465300000000004
mmh16ou0ocswzc,1,2,105,200,0.39163050000000005,0.38447
mmh16ou0ocswzc,1,2,147,200,0.386357,0.378933
mmh16ou0ocswzc,1,2,190,200,0.4193375,0.41278650000000006
mmh16ou0ocswzc,2,2,20,200,0.09587550000000002,0.06493550000000001
mmh16ou0ocswzc,2,2,62,200,0.23714500000000002,0.13935800000000004
mmh16ou0ocswzc,2,2,105,200,0.297867,0.1507425
mmh16ou0ocswzc,2,2,147,200,0.3664595,0.19091699999999998
mmh16ou0ocswzc,2,2,190,200,0.434541,0.213591
mmh16ou0ocswzc,3,2,20,200,0.422894,0.38173749999999995
mmh16ou0ocswzc,3,2,62,200,0.500963,0.5174375
mmh16ou0ocswzc,3,2,105,200,0.5489865,0.537197
mmh16ou0ocswzc,3,2,147,200,0.5507725,0.5451915
mmh16ou0ocswzc,3,2,190,200,0.5606175,0.5544184999999999
mmh16ou0ocswzc,4,2,20,200,0.022951500000000003,0.184913
mmh16ou0ocswzc,4,2,62,200,0.107104,0.3040825
mmh16ou0ocswzc,4,2,105,200,0.14778349999999996,0.3215370000000001
mmh16ou0ocswzc,4,2,147,200,0.1355445,0.3293005
mmh16ou0ocswzc,4,2,190,200,0.1752085,0.36397350000000006
mmh19xdl74m2p5,1,2,20,200,0.3288535,0.3304635
mmh19xdl74m2p5,1,2,62,200,0.492539,0.490976
mmh19xdl74m2p5,1,2,105,200,0.5583510000000002,0.5485825
mmh19xdl74m2p5,1,2,147,200,0.5939110000000001,0.5583004999999999
mmh19xdl74m2p5,1,2,190,200,0.6227984999999999,0.593787
mmh19xdl74m2p5,2,3,20,200,0.6633875,0.5652794999999999
mmh19xdl74m2p5,2,3,62,200,0.7077935,0.6277530000000001
mmh19xdl74m2p5,2,3,105,200,0.7021495000000001,0.638688
mmh19xdl74m2p5,2,3,147,200,0.7143035,0.665376
mmh19xdl74m2p5,2,3,190,200,0.7238365,0.6807114999999999
mmh19xdl74m2p5,3,2,20,200,0.19715,0.06969149999999999
mmh19xdl74m2p5,3,2,62,200,0.20516,0.100698
mmh19xdl74m2p5,3,2,105,200,0.2500785,0.1574645
mmh19xdl74m2p5,3,2,147,200,0.24258299999999994,0.15034350000000002
mmh19xdl74m2p5,3,2,190,200,0.2597145,0.1934655
mmh19xdl74m2p5,4,2,20,200,0.262116,0.26830099999999996
mmh19xdl74m2p5,4,2,62,200,0.4633405,0.40295
mmh19xdl74m2p5,4,2,105,200,0.4925285,0.42270199999999997
mmh19xdl74m2p5,4,2,147,200,0.5000760000000001,0.44495700000000005
mmh19xdl74m2p5,4,2,190,200,0.5202,0.4376494999999999
mmh1cyh0ahaw8s,1,2,20,200,0.415132,0.43252300000000005
mmh1cyh0ahaw8s,1,2,62,200,0.42082749999999997,0.560179
mmh1cyh0ahaw8s,1,2,105,200,0.41035199999999994,0.5607
mmh1cyh0ahaw8s,1,2,147,200,0.406193,0.6138060000000001
mmh1cyh0ahaw8s,1,2,190,200,0.4019959999999999,0.6250500000000001
mmh1cyh0ahaw8s,2,2,20,200,0.285059,0.1870715
mmh1cyh0ahaw8s,2,2,62,200,0.358259,0.2108825
mmh1cyh0ahaw8s,2,2,105,200,0.4212445000000001,0.24079900000000004
mmh1cyh0ahaw8s,2,2,147,200,0.4355355,0.2695605
mmh1cyh0ahaw8s,2,2,190,200,0.4725649999999999,0.298048
mmh1cyh0ahaw8s,3,3,20,200,0.5236855000000001,0.47204299999999993
mmh1cyh0ahaw8s,3,3,62,200,0.541977,0.46965250000000003
mmh1cyh0ahaw8s,3,3,105,200,0.56511,0.4787404999999999
mmh1cyh0ahaw8s,3,3,147,200,0.5778749999999999,0.5270715
mmh1cyh0ahaw8s,3,3,190,200,0.612744,0.5580050000000001
mmh1cyh0ahaw8s,4,2,20,200,0.6053835000000001,0.25935650000000005
mmh1cyh0ahaw8s,4,2,62,200,0.599657,0.35046649999999996
mmh1cyh0ahaw8s,4,2,105,200,0.6293390000000001,0.36251199999999995
mmh1cyh0ahaw8s,4,2,147,200,0.6626755000000001,0.38368300000000005
mmh1cyh0ahaw8s,4,2,190,200,0.694472,0.380977
mmh1eq07kkdfkw,1,2,20,200,0.18787199999999998,0.08568099999999998
mmh1eq07kkdfkw,1,2,62,200,0.323468,0.21593800000000002
mmh1eq07kkdfkw,1,2,105,200,0.4023705000000001,0.27688349999999995
mmh1eq07kkdfkw,1,2,147,200,0.4435715,0.291865
mmh1eq07kkdfkw,1,2,190,200,0.474082,0.308011
mmh1eq07kkdfkw,2,2,20,200,0.20506649999999998,0.1311765
mmh1eq07kkdfkw,2,2,62,200,0.29265149999999995,0.247651
mmh1eq07kkdfkw,2,2,105,200,0.319155,0.30022950000000004
mmh1eq07kkdfkw,2,2,147,200,0.36218000000000006,0.3022075
mmh1eq07kkdfkw,2,2,190,200,0.390939,0.35235
mmh1eq07kkdfkw,3,2,20,200,0.3557880000000001,0.1311655
mmh1eq07kkdfkw,3,2,62,200,0.3725510000000001,0.20166950000000003
mmh1eq07kkdfkw,3,2,105,200,0.4301545,0.24055800000000005
mmh1eq07kkdfkw,3,2,147,200,0.443192,0.25783900000000004
mmh1eq07kkdfkw,3,2,190,200,0.47112299999999996,0.274762
mmh1eq07kkdfkw,4,2,20,200,0.11112550000000002,0.034799000000000004
mmh1eq07kkdfkw,4,2,62,200,0.16082849999999999,0.046380500000000005
mmh1eq07kkdfkw,4,2,105,200,0.20158800000000002,0.0978645
mmh1eq07kkdfkw,4,2,147,200,0.272534,0.0707005
mmh1eq07kkdfkw,4,2,190,200,0.30089449999999995,0.059536
mmh1jfrxrszco0,1,2,20,127,0.2907885,0.20532750000000002
mmh1jfrxrszco0,1,2,44,127,0.3697435,0.24208400000000002
mmh1jfrxrszco0,1,2,68,127,0.3967625,0.24379849999999997
mmh1jfrxrszco0,1,2,92,127,0.44214149999999997,0.313546
mmh1jfrxrszco0,1,2,117,127,0.4866064999999999,0.27298849999999997
mmh1jfrxrszco0,2,3,20,148,-0.06430450000000001,0.08544900000000001
mmh1jfrxrszco0,2,3,49,148,-0.06830900000000002,0.2102915
mmh1jfrxrszco0,2,3,79,148,-0.08405349999999998,0.27269799999999994
mmh1jfrxrszco0,2,3,108,148,-0.1075955,0.277857
mmh1jfrxrszco0,2,3,138,148,-0.06604850000000001,0.33619800000000005
mmh1jfrxrszco0,3,3,20,127,0.9286809999999999,0.8613175
mmh1jfrxrszco0,3,3,44,127,0.9275615,0.909046
mmh1jfrxrszco0,3,3,68,127,0.9595125000000001,0.9162975
mmh1jfrxrszco0,3,3,92,127,0.9634565,0.8942585
mmh1jfrxrszco0,3,3,117,127,0.9637195000000001,0.9213355
mmh1jfrxrszco0,4,2,20,115,0.34764,0.24166249999999997
mmh1jfrxrszco0,4,2,41,115,0.48281349999999995,0.283541
mmh1jfrxrszco0,4,2,62,115,0.48682250000000005,0.3593529999999999
mmh1jfrxrszco0,4,2,83,115,0.5418965,0.4114205
mmh1jfrxrszco0,4,2,105,115,0.545895,0.41807
mmh1qje9negjr0,1,2,20,200,0.14213549999999997,0.2273625
mmh1qje9negjr0,1,2,62,200,0.27253000000000005,0.25638449999999996
mmh1qje9negjr0,1,2,105,200,0.26488999999999996,0.3217
mmh1qje9negjr0,1,2,147,200,0.265804,0.368406
mmh1qje9negjr0,1,2,190,200,0.3064365,0.394434
mmh1qje9negjr0,2,2,20,200,0.1516455,0.017578500000000004
mmh1qje9negjr0,2,2,62,200,0.2421265,0.073076
mmh1qje9negjr0,2,2,105,200,0.2698655,0.1136525
mmh1qje9negjr0,2,2,147,200,0.267943,0.151468
mmh1qje9negjr0,2,2,190,200,0.3183095,0.181134
mmh1qje9negjr0,3,2,20,200,0.38797299999999996,0.4223025000000001
mmh1qje9negjr0,3,2,62,200,0.48326450000000004,0.4349625
mmh1qje9negjr0,3,2,105,200,0.538919,0.4837294999999999
mmh1qje9negjr0,3,2,147,200,0.5719125,0.49597750000000007
mmh1qje9negjr0,3,2,190,200,0.6238485,0.5081839999999999
mmh1qje9negjr0,4,6,20,159,0.68349,0.5679505
mmh1qje9negjr0,4,6,52,159,0.7065275000000001,0.6157934999999999
mmh1qje9negjr0,4,6,84,159,0.7292699999999999,0.6528934999999999
mmh1qje9negjr0,4,6,116,159,0.725092,0.673211
mmh1qje9negjr0,4,6,149,159,0.7268304999999999,0.6945359999999998
mmh1sestgp7zew,1,2,20,200,0.048379000000000005,0.20330850000000003
mmh1sestgp7zew,1,2,62,200,0.105612,0.29304600000000003
mmh1sestgp7zew,1,2,105,200,0.08432599999999998,0.35818550000000005
mmh1sestgp7zew,1,2,147,200,0.1176345,0.43658100000000005
mmh1sestgp7zew,1,2,190,200,0.12613049999999998,0.46604450000000003
mmh1sestgp7zew,2,2,20,200,0.6563375,0.6879214999999999
mmh1sestgp7zew,2,2,62,200,0.710285,0.6908265
mmh1sestgp7zew,2,2,105,200,0.7158705,0.713559
mmh1sestgp7zew,2,2,147,200,0.7316640000000001,0.7227835
mmh1sestgp7zew,2,2,190,200,0.7362434999999999,0.7340700000000001
mmh1sestgp7zew,3,2,20,200,0.6085254999999999,0.536858
mmh1sestgp7zew,3,2,62,200,0.6292835000000001,0.5966239999999999
mmh1sestgp7zew,3,2,105,200,0.6573454999999999,0.6183205
mmh1sestgp7zew,3,2,147,200,0.6733575,0.6397139999999999
mmh1sestgp7zew,3,2,190,200,0.7118044999999998,0.6573195
mmh1sestgp7zew,4,2,20,200,0.19066049999999998,0.324226
mmh1sestgp7zew,4,2,62,200,0.19126949999999998,0.342456
mmh1sestgp7zew,4,2,105,200,0.219487,0.41144749999999997
mmh1sestgp7zew,4,2,147,200,0.23952649999999998,0.438508
mmh1sestgp7zew,4,2,190,200,0.2933225,0.4470305
mmh1tezp242ppu,1,2,20,200,0.3516165,0.0316015
mmh1tezp242ppu,1,2,62,200,0.37489700000000004,0.034108
mmh1tezp242ppu,1,2,105,200,0.41571199999999997,0.088607
mmh1tezp242ppu,1,2,147,200,0.4638255000000001,0.15433649999999996
mmh1tezp242ppu,1,2,190,200,0.4917605,0.138031
mmh1tezp242ppu,2,2,20,200,0.12270700000000004,0.061051499999999995
mmh1tezp242ppu,2,2,62,200,0.18504000000000004,0.13901400000000003
mmh1tezp242ppu,2,2,105,200,0.17455400000000001,0.13913000000000003
mmh1tezp242ppu,2,2,147,200,0.19445600000000002,0.1689935
mmh1tezp242ppu,2,2,190,200,0.2215025,0.16856049999999995
mmh1tezp242ppu,3,2,20,200,0.376675,0.33349249999999997
mmh1tezp242ppu,3,2,62,200,0.427996,0.40947500000000003
mmh1tezp242ppu,3,2,105,200,0.45345899999999995,0.4502220000000001
mmh1tezp242ppu,3,2,147,200,0.4873550000000001,0.46659349999999994
mmh1tezp242ppu,3,2,190,200,0.5144344999999999,0.489572
mmh1tezp242ppu,4,2,20,200,0.004369999999999999,-0.0042295
mmh1tezp242ppu,4,2,62,200,0.08797799999999999,0.026629000000000003
mmh1tezp242ppu,4,2,105,200,0.08471050000000001,0.07305049999999999
mmh1tezp242ppu,4,2,147,200,0.10859300000000001,0.09301000000000001
mmh1tezp242ppu,4,2,190,200,0.1139855,0.10808199999999998
mmh1wzqpu4iob1,1,2,20,200,0.275461,0.12951949999999998
mmh1wzqpu4iob1,1,2,62,200,0.34212750000000003,0.193027
mmh1wzqpu4iob1,1,2,105,200,0.37426,0.25174850000000004
mmh1wzqpu4iob1,1,2,147,200,0.4085235,0.280655
mmh1wzqpu4iob1,1,2,190,200,0.43435300000000004,0.3286315
mmh1wzqpu4iob1,2,2,20,200,0.2167415,0.16700849999999998
mmh1wzqpu4iob1,2,2,62,200,0.341184,0.235194
mmh1wzqpu4iob1,2,2,105,200,0.40847449999999996,0.307871
mmh1wzqpu4iob1,2,2,147,200,0.46349999999999997,0.3252205
mmh1wzqpu4iob1,2,2,190,200,0.5263635000000001,0.31226750000000003
mmh1wzqpu4iob1,3,2,20,200,0.207547,0.157872
mmh1wzqpu4iob1,3,2,62,200,0.2895875,0.231157
mmh1wzqpu4iob1,3,2,105,200,0.346767,0.241425
mmh1wzqpu4iob1,3,2,147,200,0.4096315,0.26931700000000003
mmh1wzqpu4iob1,3,2,190,200,0.40823600000000004,0.28423099999999996
mmh1wzqpu4iob1,4,2,20,189,0.031686000000000006,0.25874699999999995
mmh1wzqpu4iob1,4,2,59,189,0.06777949999999999,0.34180849999999996
mmh1wzqpu4iob1,4,2,99,189,0.13926399999999997,0.353792
mmh1wzqpu4iob1,4,2,139,189,0.1587805,0.3977815
mmh1wzqpu4iob1,4,2,179,189,0.187264,0.4004335
mmh250jg0prrne,1,5,20,200,0.2673534999999999,0.1146805
mmh250jg0prrne,1,5,62,200,0.382366,0.179155
mmh250jg0prrne,1,5,105,200,0.40762300000000007,0.3176435000000001
mmh250jg0prrne,1,5,147,200,0.42083899999999996,0.369635
mmh250jg0prrne,1,5,190,200,0.4413945,0.40464350000000004
mmh250jg0prrne,2,4,20,200,0.1648335,0.07358150000000001
mmh250jg0prrne,2,4,62,200,0.2275525,0.060571
mmh250jg0prrne,2,4,105,200,0.304873,0.127162
mmh250jg0prrne,2,4,147,200,0.328918,0.126679
mmh250jg0prrne,2,4,190,200,0.3790125,0.1874435
mmh250jg0prrne,3,2,20,200,0.10385449999999999,0.28677450000000004
mmh250jg0prrne,3,2,62,200,0.243642,0.3171905
mmh250jg0prrne,3,2,105,200,0.28374900000000003,0.3767515
mmh250jg0prrne,3,2,147,200,0.29697450000000003,0.4099855
mmh250jg0prrne,3,2,190,200,0.3125785,0.424911
mmh250jg0prrne,4,4,20,167,0.524815,0.3889125
mmh250jg0prrne,4,4,54,167,0.631475,0.6343145
mmh250jg0prrne,4,4,88,167,0.6803520000000001,0.7240835
mmh250jg0prrne,4,4,122,167,0.7192959999999998,0.7448105
mmh250jg0prrne,4,4,157,167,0.7543325,0.772133
mmh28cu87aoonk,1,3,20,200,0.5410670000000002,0.43289399999999995
mmh28cu87aoonk,1,3,62,200,0.6095385,0.5457585
mmh28cu87aoonk,1,3,105,200,0.640869,0.5670265000000001
mmh28cu87aoonk,1,3,147,200,0.6528095,0.597765
mmh28cu87aoonk,1,3,190,200,0.642526,0.6093005
mmh28cu87aoonk,2,2,20,192,0.6101955,0.34006100000000006
mmh28cu87aoonk,2,2,60,192,0.6533245,0.37691050000000004
mmh28cu87aoonk,2,2,101,192,0.6318544999999999,0.281944
mmh28cu87aoonk,2,2,141,192,0.650495,0.29043949999999996
mmh28cu87aoonk,2,2,182,192,0.653084,0.39426900000000004
mmh28cu87aoonk,3,2,20,200,0.10510299999999999,0.11777249999999999
