session_id,phase_id,E,lib_size,n_obs,rho_reward_causes_choice,rho_choice_causes_reward
mmgr8c41csnx7y,4,6,62,115,0.36128,0.47373700000000013
mmgr8c41csnx7y,4,6,83,115,0.3784455,0.5038055
mmgr8c41csnx7y,4,6,105,115,0.379955,0.5373235000000001
mmh0l2c7syhpy7,1,2,20,200,0.10657400000000002,0.015801
mmh0l2c7syhpy7,1,2,62,200,0.21494899999999997,0.050542
mmh0l2c7syhpy7,1,2,105,200,0.22254650000000004,0.0686725
mmh0l2c7syhpy7,1,2,147,200,0.26912150000000007,0.10914100000000002
mmh0l2c7syhpy7,1,2,190,200,0.30011899999999997,0.124695
mmh0l2c7syhpy7,2,2,20,200,0.25783800000000007,0.1906565
mmh0l2c7syhpy7,2,2,62,200,0.3967135,0.311978
mmh0l2c7syhpy7,2,2,105,200,0.4892785,0.3562685
mmh0l2c7syhpy7,2,2,147,200,0.518664,0.40806900000000007
mmh0l2c7syhpy7,2,2,190,200,0.5695074999999999,0.409551
mmh0l2c7syhpy7,3,2,20,200,0.32339399999999996,0.34349149999999995
mmh0l2c7syhpy7,3,2,62,200,0.33282950000000006,0.44452299999999995
mmh0l2c7syhpy7,3,2,105,200,0.40657799999999994,0.49428850000000013
mmh0l2c7syhpy7,3,2,147,200,0.4615215000000001,0.5306445
mmh0l2c7syhpy7,3,2,190,200,0.47107850000000007,0.5577265
mmh0l2c7syhpy7,4,2,20,200,0.050857,0.075936
mmh0l2c7syhpy7,4,2,62,200,0.09430599999999997,0.19199750000000002
mmh0l2c7syhpy7,4,2,105,200,0.12757250000000003,0.195046
mmh0l2c7syhpy7,4,2,147,200,0.213029,0.199749
mmh0l2c7syhpy7,4,2,190,200,0.212598,0.24739000000000005
mmh0l48d4j1y4y,1,3,20,186,,0.6985805
mmh0l48d4j1y4y,1,3,59,186,0.928463,0.7194735
mmh0l48d4j1y4y,1,3,98,186,0.9344505,0.7247954999999999
mmh0l48d4j1y4y,1,3,137,186,0.9328559999999999,0.7228205000000001
mmh0l48d4j1y4y,1,3,176,186,0.9468910000000001,0.718378
mmh0l48d4j1y4y,2,2,20,200,0.3675369999999999,0.1901445
mmh0l48d4j1y4y,2,2,62,200,0.4343375,0.25368899999999994
mmh0l48d4j1y4y,2,2,105,200,0.47144149999999996,0.29575499999999993
mmh0l48d4j1y4y,2,2,147,200,0.4811845,0.29262750000000004
mmh0l48d4j1y4y,2,2,190,200,0.5215460000000001,0.31250950000000005
mmh0l48d4j1y4y,3,3,20,200,0.466398,0.24713700000000002
mmh0l48d4j1y4y,3,3,62,200,0.5952695,0.28105749999999996
mmh0l48d4j1y4y,3,3,105,200,0.588366,0.29032149999999995
mmh0l48d4j1y4y,3,3,147,200,0.6307,0.34287500000000004
mmh0l48d4j1y4y,3,3,190,200,0.6593164999999999,0.394204
mmh0l48d4j1y4y,4,2,20,200,0.043577500000000005,0.20356899999999997
mmh0l48d4j1y4y,4,2,62,200,0.10317799999999999,0.2889475
mmh0l48d4j1y4y,4,2,105,200,0.146176,0.3838404999999999
mmh0l48d4j1y4y,4,2,147,200,0.16519599999999998,0.38184500000000005
mmh0l48d4j1y4y,4,2,190,200,0.15464650000000005,0.384957
mmh0le5hn8utpd,1,2,20,200,0.287805,0.20214700000000002
mmh0le5hn8utpd,1,2,62,200,0.45568299999999995,0.40913849999999996
mmh0le5hn8utpd,1,2,105,200,0.500329,0.455366
mmh0le5hn8utpd,1,2,147,200,0.5328084999999999,0.462202
mmh0le5hn8utpd,1,2,190,200,0.534713,0.47884000000000004
mmh0le5hn8utpd,2,6,20,200,0.207502,0.3982405
mmh0le5hn8utpd,2,6,62,200,0.23158949999999998,0.48772099999999996
mmh0le5hn8utpd,2,6,105,200,0.20514899999999997,0.5036075
mmh0le5hn8utpd,2,6,147,200,0.20365850000000002,0.5227374999999999
mmh0le5hn8utpd,2,6,190,200,0.21991199999999997,0.5407589999999999
mmh0le5hn8utpd,3,2,20,200,0.122309,0.07467199999999999
mmh0le5hn8utpd,3,2,62,200,0.224322,0.15566850000000002
mmh0le5hn8utpd,3,2,105,200,0.2462755,0.19329300000000002
mmh0le5hn8utpd,3,2,147,200,0.2729755,0.19728400000000001
mmh0le5hn8utpd,3,2,190,200,0.312092,0.235176
mmh0le5hn8utpd,4,2,20,200,0.174585,0.12407400000000005
mmh0le5hn8utpd,4,2,62,200,0.3784335,0.1725005
mmh0le5hn8utpd,4,2,105,200,0.4676169999999999,0.20844200000000002
mmh0le5hn8utpd,4,2,147,200,0.532698,0.23812999999999995
mmh0le5hn8utpd,4,2,190,200,0.5328035,0.26507600000000003
mmh0lgop76n6ez,1,2,20,200,0.102191,0.2509815
mmh0lgop76n6ez,1,2,62,200,0.20702199999999996,0.2893845
mmh0lgop76n6ez,1,2,105,200,0.232368,0.219971
mmh0lgop76n6ez,1,2,147,200,0.24163099999999993,0.20952449999999995
mmh0lgop76n6ez,1,2,190,200,0.27407450000000005,0.2711285
mmh0lgop76n6ez,2,2,20,200,0.4518399999999999,0.435901
mmh0lgop76n6ez,2,2,62,200,0.5486245000000001,0.5009114999999998
mmh0lgop76n6ez,2,2,105,200,0.5911759999999999,0.5566260000000001
mmh0lgop76n6ez,2,2,147,200,0.6147925000000001,0.5825
mmh0lgop76n6ez,2,2,190,200,0.6188015,0.5919760000000001
mmh0lgop76n6ez,3,2,20,200,0.34508799999999995,0.1428515
mmh0lgop76n6ez,3,2,62,200,0.4830474999999999,0.20879999999999996
mmh0lgop76n6ez,3,2,105,200,0.5355205,0.2736645
mmh0lgop76n6ez,3,2,147,200,0.5621824999999999,0.28991
mmh0lgop76n6ez,3,2,190,200,0.5810125,0.28365699999999994
mmh0lgop76n6ez,4,2,20,200,0.1025355,0.08461300000000001
mmh0lgop76n6ez,4,2,62,200,0.193794,0.0886065
mmh0lgop76n6ez,4,2,105,200,0.201737,0.0942295
mmh0lgop76n6ez,4,2,147,200,0.23758049999999997,0.11938900000000001
mmh0lgop76n6ez,4,2,190,200,0.264132,0.13765699999999997
mmh0lku3ip54e4,1,2,20,200,0.009653,0.034366999999999995
mmh0lku3ip54e4,1,2,62,200,0.10397550000000003,0.0914525
mmh0lku3ip54e4,1,2,105,200,0.10104500000000002,0.13646399999999997
mmh0lku3ip54e4,1,2,147,200,0.14040399999999997,0.12778899999999999
mmh0lku3ip54e4,1,2,190,200,0.175989,0.180382
mmh0lku3ip54e4,2,2,20,200,0.3608615,0.43222749999999993
mmh0lku3ip54e4,2,2,62,200,0.3708715,0.5207725
mmh0lku3ip54e4,2,2,105,200,0.419806,0.569097
mmh0lku3ip54e4,2,2,147,200,0.4663345,0.5760804999999999
mmh0lku3ip54e4,2,2,190,200,0.48525799999999997,0.5914225
mmh0lku3ip54e4,3,2,20,200,0.1399185,0.15198550000000002
mmh0lku3ip54e4,3,2,62,200,0.30547099999999994,0.23793249999999996
mmh0lku3ip54e4,3,2,105,200,0.3540525,0.29227749999999997
mmh0lku3ip54e4,3,2,147,200,0.364132,0.31093350000000003
mmh0lku3ip54e4,3,2,190,200,0.38479599999999997,0.323257
mmh0lku3ip54e4,4,2,20,200,0.4508365,0.288362
mmh0lku3ip54e4,4,2,62,200,0.6864915,0.47870950000000007
mmh0lku3ip54e4,4,2,105,200,0.70015,0.4920139999999999
mmh0lku3ip54e4,4,2,147,200,0.7264489999999999,0.5016205000000001
mmh0lku3ip54e4,4,2,190,200,0.730924,0.5183074999999999
mmh0lpcdm9wdcu,1,2,20,127,0.337295,0.475334
mmh0lpcdm9wdcu,1,2,44,127,0.339087,0.47378850000000006
mmh0lpcdm9wdcu,1,2,68,127,0.32209299999999996,0.48445099999999996
mmh0lpcdm9wdcu,1,2,92,127,0.305176,0.5226809999999998
mmh0lpcdm9wdcu,1,2,117,127,0.28490650000000006,0.48779249999999996
mmh0lpcdm9wdcu,4,2,20,53,0.631096,0.955554
mmh0lpcdm9wdcu,4,2,25,53,0.663789,0.968833
mmh0lpcdm9wdcu,4,2,31,53,0.625722,0.9033085
mmh0lpcdm9wdcu,4,2,37,53,0.6478370000000001,0.9761095
mmh0lpcdm9wdcu,4,2,43,53,0.6549039999999999,0.9773610000000001
mmh0m3latwun95,1,2,20,200,0.0894945,0.09399050000000002
mmh0m3latwun95,1,2,62,200,0.1340015,0.29692050000000003
mmh0m3latwun95,1,2,105,200,0.138537,0.31673850000000003
mmh0m3latwun95,1,2,147,200,0.18461900000000003,0.375998
mmh0m3latwun95,1,2,190,200,0.19188249999999998,0.390877
mmh0m3latwun95,2,2,20,200,0.47526250000000003,0.45437000000000005
mmh0m3latwun95,2,2,62,200,0.5385719999999999,0.48943049999999994
mmh0m3latwun95,2,2,105,200,0.5451370000000001,0.5316515
mmh0m3latwun95,2,2,147,200,0.5752805,0.5630930000000001
mmh0m3latwun95,2,2,190,200,0.5951025,0.588199
mmh0m3latwun95,3,2,20,200,0.21704049999999997,0.41925500000000004
mmh0m3latwun95,3,2,62,200,0.35974449999999997,0.44976099999999997
mmh0m3latwun95,3,2,105,200,0.42527700000000007,0.484662
mmh0m3latwun95,3,2,147,200,0.46390649999999994,0.5166265000000001
mmh0m3latwun95,3,2,190,200,0.495268,0.5284825
mmh0m3latwun95,4,2,20,200,0.2935385,0.203565
mmh0m3latwun95,4,2,62,200,0.42823,0.28078000000000003
mmh0m3latwun95,4,2,105,200,0.4815155,0.262015
mmh0m3latwun95,4,2,147,200,0.4777245,0.27539650000000004
mmh0m3latwun95,4,2,190,200,0.490869,0.29718550000000005
mmh0mm0schxk59,1,2,20,200,0.43066499999999996,0.23918149999999994
mmh0mm0schxk59,1,2,62,200,0.4480765000000001,0.366191
mmh0mm0schxk59,1,2,105,200,0.33127,0.3574845
mmh0mm0schxk59,1,2,147,200,0.369706,0.40228349999999996
mmh0mm0schxk59,1,2,190,200,0.316679,0.4408424999999999
mmh0mm0schxk59,2,2,20,200,0.19719550000000002,0.25857399999999997
mmh0mm0schxk59,2,2,62,200,0.4000775,0.368245
mmh0mm0schxk59,2,2,105,200,0.43252449999999987,0.41197
mmh0mm0schxk59,2,2,147,200,0.4635370000000001,0.45113450000000005
mmh0mm0schxk59,2,2,190,200,0.47047850000000013,0.4687075
mmh0mm0schxk59,3,2,20,200,0.144656,0.11930400000000001
mmh0mm0schxk59,3,2,62,200,0.247758,0.12818849999999998
mmh0mm0schxk59,3,2,105,200,0.30452199999999996,0.17525850000000004
mmh0mm0schxk59,3,2,147,200,0.3304,0.21227200000000002
mmh0mm0schxk59,3,2,190,200,0.3005615,0.233697
mmh0mm0schxk59,4,2,20,200,0.46646599999999994,0.37110699999999996
mmh0mm0schxk59,4,2,62,200,0.6508939999999999,0.5641714999999999
mmh0mm0schxk59,4,2,105,200,0.6947634999999999,0.568873
mmh0mm0schxk59,4,2,147,200,0.7207665000000001,0.5779620000000001
mmh0mm0schxk59,4,2,190,200,0.7377419999999999,0.5899395000000001
mmh0mmptqfyu87,1,6,20,123,,0.09873200000000001
mmh0mmptqfyu87,1,6,43,123,0.6108184999999999,0.17067749999999998
mmh0mmptqfyu87,1,6,66,123,0.6530035000000001,0.29374749999999994
mmh0mmptqfyu87,1,6,89,123,0.683719,0.298521
mmh0mmptqfyu87,1,6,113,123,0.6875840000000001,0.349954
mmh0mmptqfyu87,2,2,20,130,0.0383815,0.119507
mmh0mmptqfyu87,2,2,45,130,0.09497150000000001,0.15729500000000002
mmh0mmptqfyu87,2,2,70,130,0.1050835,0.175045
mmh0mmptqfyu87,2,2,95,130,0.12269350000000001,0.1971175
mmh0mmptqfyu87,2,2,120,130,0.1441265,0.2038975
mmh0mmptqfyu87,3,3,20,132,0.5030225,0.264992
mmh0mmptqfyu87,3,3,45,132,0.5656125000000001,0.215575
mmh0mmptqfyu87,3,3,71,132,0.6026925,0.19404000000000005
mmh0mmptqfyu87,3,3,96,132,0.6300515,0.18900050000000002
mmh0mmptqfyu87,3,3,122,132,0.6539254999999999,0.17651500000000003
mmh0mmptqfyu87,4,3,20,109,0.1850425,0.27598399999999995
mmh0mmptqfyu87,4,3,39,109,0.24693799999999994,0.3984915
mmh0mmptqfyu87,4,3,59,109,0.29956949999999993,0.45436000000000004
mmh0mmptqfyu87,4,3,79,109,0.35824249999999996,0.5377505
mmh0mmptqfyu87,4,3,99,109,0.397871,0.570643
mmh0nnjg95y0zn,1,2,20,200,0.2501905,0.021721
mmh0nnjg95y0zn,1,2,62,200,0.33749450000000003,0.153268
mmh0nnjg95y0zn,1,2,105,200,0.33277900000000005,0.2345215
mmh0nnjg95y0zn,1,2,147,200,0.38909699999999997,0.289231
mmh0nnjg95y0zn,1,2,190,200,0.41440400000000005,0.3192045
mmh0nnjg95y0zn,2,2,20,200,0.051411,0.13463150000000002
mmh0nnjg95y0zn,2,2,62,200,0.205351,0.23934100000000003
mmh0nnjg95y0zn,2,2,105,200,0.21365000000000003,0.3130535
mmh0nnjg95y0zn,2,2,147,200,0.229752,0.3794155
mmh0nnjg95y0zn,2,2,190,200,0.268384,0.387698
mmh0nnjg95y0zn,3,2,20,200,0.1489105,0.11853500000000002
mmh0nnjg95y0zn,3,2,62,200,0.1287595,0.1476855
mmh0nnjg95y0zn,3,2,105,200,0.16087500000000002,0.17792400000000003
mmh0nnjg95y0zn,3,2,147,200,0.18193399999999998,0.18152850000000004
mmh0nnjg95y0zn,3,2,190,200,0.24346550000000003,0.2054325
mmh0nnjg95y0zn,4,2,20,200,0.139867,0.1513805
mmh0nnjg95y0zn,4,2,62,200,0.21261549999999999,0.23930500000000005
mmh0nnjg95y0zn,4,2,105,200,0.3352335,0.307489
mmh0nnjg95y0zn,4,2,147,200,0.36945300000000003,0.3372555
mmh0nnjg95y0zn,4,2,190,200,0.3928775,0.309035
mmh0ocgvf4p325,1,2,20,200,0.54863,0.3301205
mmh0ocgvf4p325,1,2,62,200,0.709817,0.5062139999999999
mmh0ocgvf4p325,1,2,105,200,0.7297415,0.5465500000000001
mmh0ocgvf4p325,1,2,147,200,0.7401785000000001,0.5423855
mmh0ocgvf4p325,1,2,190,200,0.75139,0.5485365000000001
mmh0ocgvf4p325,2,2,20,200,0.013098000000000002,0.050520999999999996
mmh0ocgvf4p325,2,2,62,200,0.156109,0.17356100000000002
mmh0ocgvf4p325,2,2,105,200,0.18118399999999998,0.22114450000000002
mmh0ocgvf4p325,2,2,147,200,0.22762500000000002,0.23823599999999998
mmh0ocgvf4p325,2,2,190,200,0.275008,0.2629635
mmh0ocgvf4p325,3,3,20,200,0.147039,0.13167450000000003
mmh0ocgvf4p325,3,3,62,200,0.15448449999999997,0.1843575
mmh0ocgvf4p325,3,3,105,200,0.1599065,0.17824500000000004
mmh0ocgvf4p325,3,3,147,200,0.1793845,0.23188
mmh0ocgvf4p325,3,3,190,200,0.21186499999999997,0.2660619999999999
mmh0ocgvf4p325,4,2,20,200,0.249633,0.19164949999999997
mmh0ocgvf4p325,4,2,62,200,0.3811395,0.29699549999999997
mmh0ocgvf4p325,4,2,105,200,0.428709,0.34674900000000003
mmh0ocgvf4p325,4,2,147,200,0.4672565000000001,0.3515695
mmh0ocgvf4p325,4,2,190,200,0.4835535,0.38706050000000003
mmh0opq734nw1a,1,3,20,200,0.46493949999999995,0.070338
mmh0opq734nw1a,1,3,62,200,0.4813355,0.157254
mmh0opq734nw1a,1,3,105,200,0.4959925000000001,0.1812995
mmh0opq734nw1a,1,3,147,200,0.5351115,0.24984200000000006
mmh0opq734nw1a,1,3,190,200,0.5514825,0.276281
mmh0opq734nw1a,2,2,20,200,0.36955400000000005,0.3746165
mmh0opq734nw1a,2,2,62,200,0.44371799999999995,0.376868
mmh0opq734nw1a,2,2,105,200,0.495895,0.395926
mmh0opq734nw1a,2,2,147,200,0.5286595000000001,0.4501734999999999
mmh0opq734nw1a,2,2,190,200,0.5755950000000001,0.5017539999999999
mmh0opq734nw1a,3,3,20,200,0.19773449999999998,0.04284500000000001
mmh0opq734nw1a,3,3,62,200,0.3808705,0.144411
mmh0opq734nw1a,3,3,105,200,0.43139700000000003,0.23819250000000003
mmh0opq734nw1a,3,3,147,200,0.5009414999999999,0.283892
mmh0opq734nw1a,3,3,190,200,0.5327255,0.3295515
mmh0opq734nw1a,4,2,20,200,0.142925,0.1426165
mmh0opq734nw1a,4,2,62,200,0.21615600000000001,0.29405899999999996
mmh0opq734nw1a,4,2,105,200,0.2526035,0.35001
mmh0opq734nw1a,4,2,147,200,0.3065945,0.3624465
mmh0opq734nw1a,4,2,190,200,0.3131685,0.38041099999999994
mmh0ozswma6i3j,1,3,20,162,0.42917950000000005,0.3982899999999999
mmh0ozswma6i3j,1,3,53,162,0.5082804999999999,0.529017
mmh0ozswma6i3j,1,3,86,162,0.54889,0.5473945
mmh0ozswma6i3j,1,3,119,162,0.5730479999999998,0.5683795
mmh0ozswma6i3j,1,3,152,162,0.604163,0.5783955000000002
mmh0ozswma6i3j,2,2,20,200,0.299249,0.27940050000000005
mmh0ozswma6i3j,2,2,62,200,0.43898800000000004,0.30196800000000007
mmh0ozswma6i3j,2,2,105,200,0.46364150000000004,0.380745
mmh0ozswma6i3j,2,2,147,200,0.498325,0.40338799999999997
mmh0ozswma6i3j,2,2,190,200,0.5399084999999999,0.398022
mmh0ozswma6i3j,3,2,20,200,0.36888200000000004,0.4537045
mmh0ozswma6i3j,3,2,62,200,0.4939625,0.5118330000000001
mmh0ozswma6i3j,3,2,105,200,0.553381,0.5316655
mmh0ozswma6i3j,3,2,147,200,0.5997494999999999,0.5390305000000001
mmh0ozswma6i3j,3,2,190,200,0.6382045,0.5742795
mmh0ozswma6i3j,4,2,20,200,0.163804,0.098276
mmh0ozswma6i3j,4,2,62,200,0.25847950000000003,0.013447499999999996
mmh0ozswma6i3j,4,2,105,200,0.28082900000000005,0.056725000000000005
mmh0ozswma6i3j,4,2,147,200,0.2964049999999999,0.046904999999999995
mmh0ozswma6i3j,4,2,190,200,0.3185429999999999,0.08177599999999999
mmh0pa4lgnz2nd,1,2,20,200,0.28685499999999997,0.16615449999999998
mmh0pa4lgnz2nd,1,2,62,200,0.31507999999999997,0.1614145
mmh0pa4lgnz2nd,1,2,105,200,0.350662,0.1835645
mmh0pa4lgnz2nd,1,2,147,200,0.3659435000000001,0.20814950000000004
mmh0pa4lgnz2nd,1,2,190,200,0.415597,0.24315800000000004
mmh0pa4lgnz2nd,2,2,20,200,0.10888499999999998,0.24670400000000003
mmh0pa4lgnz2nd,2,2,62,200,0.181439,0.32755049999999997
mmh0pa4lgnz2nd,2,2,105,200,0.24194150000000003,0.374096
mmh0pa4lgnz2nd,2,2,147,200,0.28532650000000004,0.39478399999999997
mmh0pa4lgnz2nd,2,2,190,200,0.32483599999999996,0.4016425
mmh0pa4lgnz2nd,3,2,20,200,0.36481299999999994,0.20044050000000002
mmh0pa4lgnz2nd,3,2,62,200,0.46934250000000005,0.253548
mmh0pa4lgnz2nd,3,2,105,200,0.5095149999999999,0.32104150000000004
mmh0pa4lgnz2nd,3,2,147,200,0.538289,0.35781949999999996
mmh0pa4lgnz2nd,3,2,190,200,0.5459330000000001,0.35464799999999996
mmh0pa4lgnz2nd,4,2,20,200,0.252283,0.22210049999999998
mmh0pa4lgnz2nd,4,2,62,200,0.44241,0.31153900000000007
mmh0pa4lgnz2nd,4,2,105,200,0.4555390000000001,0.31411050000000007
mmh0pa4lgnz2nd,4,2,147,200,0.4451064999999999,0.319797
mmh0pa4lgnz2nd,4,2,190,200,0.485429,0.344488
mmh0pj6zqdvwmg,1,3,20,200,0.21149349999999995,0.13404549999999998
mmh0pj6zqdvwmg,1,3,62,200,0.407296,0.3095965
mmh0pj6zqdvwmg,1,3,105,200,0.46762049999999994,0.3925745
mmh0pj6zqdvwmg,1,3,147,200,0.503458,0.4275995
mmh0pj6zqdvwmg,1,3,190,200,0.5255255,0.450431
mmh0pj6zqdvwmg,2,3,20,200,0.444259,0.539242
mmh0pj6zqdvwmg,2,3,62,200,0.5050484999999999,0.5834855
mmh0pj6zqdvwmg,2,3,105,200,0.513702,0.6235535000000001
mmh0pj6zqdvwmg,2,3,147,200,0.559044,0.6511524999999999
mmh0pj6zqdvwmg,2,3,190,200,0.614952,0.6879495
mmh0pj6zqdvwmg,3,3,20,200,0.2913575,0.340835
mmh0pj6zqdvwmg,3,3,62,200,0.44009600000000004,0.39571649999999997
mmh0pj6zqdvwmg,3,3,105,200,0.4935355,0.44814099999999996
mmh0pj6zqdvwmg,3,3,147,200,0.5516964999999999,0.47757700000000003
mmh0pj6zqdvwmg,3,3,190,200,0.5815735,0.5244519999999999
mmh0pj6zqdvwmg,4,2,20,200,0.16474250000000004,0.30991799999999997
mmh0pj6zqdvwmg,4,2,62,200,0.2572315,0.4377675000000001
mmh0pj6zqdvwmg,4,2,105,200,0.31583799999999995,0.4456290000000001
mmh0pj6zqdvwmg,4,2,147,200,0.361341,0.458723
mmh0pj6zqdvwmg,4,2,190,200,0.409048,0.4845689999999999
mmh0pjhqfbciu8,1,2,20,191,0.262609,0.23178250000000006
mmh0pjhqfbciu8,1,2,60,191,0.30668749999999995,0.28761549999999997
mmh0pjhqfbciu8,1,2,100,191,0.3448825,0.3275795
mmh0pjhqfbciu8,1,2,140,191,0.3392215,0.2813009999999999
mmh0pjhqfbciu8,1,2,181,191,0.39446400000000004,0.361985
mmh0pjhqfbciu8,2,3,20,200,0.40412549999999997,0.31845349999999994
mmh0pjhqfbciu8,2,3,62,200,0.453683,0.4004175
mmh0pjhqfbciu8,2,3,105,200,0.5049015000000001,0.430827
mmh0pjhqfbciu8,2,3,147,200,0.5540835,0.45264599999999994
mmh0pjhqfbciu8,2,3,190,200,0.6013445,0.49453950000000013
mmh0pjhqfbciu8,3,3,20,200,0.24848900000000002,0.17650200000000002
mmh0pjhqfbciu8,3,3,62,200,0.28626999999999997,0.23113999999999998
mmh0pjhqfbciu8,3,3,105,200,0.313545,0.3146175
mmh0pjhqfbciu8,3,3,147,200,0.34513099999999997,0.3412609999999999
mmh0pjhqfbciu8,3,3,190,200,0.33018899999999995,0.36162350000000004
mmh0pjhqfbciu8,4,4,20,126,0.1427665,0.4879409999999999
mmh0pjhqfbciu8,4,4,44,126,0.20601350000000002,0.5785254999999999
mmh0pjhqfbciu8,4,4,68,126,0.2645445,0.59208
mmh0pjhqfbciu8,4,4,92,126,0.2578455,0.6042594999999998
mmh0pjhqfbciu8,4,4,116,126,0.296985,0.6019245
mmh0puch6r88f0,1,2,20,200,0.1216515,-0.0158445
mmh0puch6r88f0,1,2,62,200,0.23888550000000003,0.028710000000000003
mmh0puch6r88f0,1,2,105,200,0.2920805,0.07502500000000002
mmh0puch6r88f0,1,2,147,200,0.32366599999999995,0.073983
mmh0puch6r88f0,1,2,190,200,0.35468099999999997,0.08050950000000001
mmh0puch6r88f0,2,3,20,200,0.096144,0.19544150000000002
mmh0puch6r88f0,2,3,62,200,0.0777265,0.229137
mmh0puch6r88f0,2,3,105,200,0.090554,0.23832899999999996
mmh0puch6r88f0,2,3,147,200,0.12497049999999998,0.2968535
mmh0puch6r88f0,2,3,190,200,0.16396850000000002,0.307759
mmh0puch6r88f0,3,2,20,200,0.35861,0.047007
mmh0puch6r88f0,3,2,62,200,0.461684,0.0869825
mmh0puch6r88f0,3,2,105,200,0.512544,0.09171949999999998
mmh0puch6r88f0,3,2,147,200,0.5391885000000001,0.116632
mmh0puch6r88f0,3,2,190,200,0.549022,0.08876450000000001
mmh0puch6r88f0,4,2,20,198,0.16657850000000002,0.32960449999999997
mmh0puch6r88f0,4,2,62,198,0.35198,0.38727100000000003
mmh0puch6r88f0,4,2,104,198,0.31162999999999996,0.40523699999999996
mmh0puch6r88f0,4,2,146,198,0.37117,0.4486009999999999
mmh0puch6r88f0,4,2,188,198,0.378138,0.46065200000000006
mmh0r154h7irg3,1,2,20,200,0.293895,0.3436715
mmh0r154h7irg3,1,2,62,200,0.41479600000000005,0.45627449999999997
mmh0r154h7irg3,1,2,105,200,0.4133915,0.496436
mmh0r154h7irg3,1,2,147,200,0.4470275,0.5152930000000001
mmh0r154h7irg3,1,2,190,200,0.4750915,0.507224
mmh0r154h7irg3,2,2,20,200,0.15758350000000002,0.11058799999999999
mmh0r154h7irg3,2,2,62,200,0.304096,0.209002
mmh0r154h7irg3,2,2,105,200,0.39144500000000004,0.23757750000000005
mmh0r154h7irg3,2,2,147,200,0.4255190000000001,0.24248100000000003
mmh0r154h7irg3,2,2,190,200,0.4954815,0.25791850000000005
mmh0r154h7irg3,3,2,20,200,0.3470895,0.1634155
mmh0r154h7irg3,3,2,62,200,0.458957,0.1498705
mmh0r154h7irg3,3,2,105,200,0.5262499999999999,0.1894075
mmh0r154h7irg3,3,2,147,200,0.5840620000000001,0.203205
mmh0r154h7irg3,3,2,190,200,0.6300144999999999,0.2063425
mmh0r154h7irg3,4,3,20,200,0.16253650000000003,0.165451
mmh0r154h7irg3,4,3,62,200,0.2422999999999999,0.22721950000000005
mmh0r154h7irg3,4,3,105,200,0.26268050000000004,0.246538
mmh0r154h7irg3,4,3,147,200,0.2872135,0.26467349999999995
mmh0r154h7irg3,4,3,190,200,0.2788275,0.27153649999999996
mmh0r34rqnesgg,1,2,20,200,0.26451450000000004,0.178198
mmh0r34rqnesgg,1,2,62,200,0.3324885,0.23719149999999994
mmh0r34rqnesgg,1,2,105,200,0.3551909999999999,0.268196
mmh0r34rqnesgg,1,2,147,200,0.38183300000000003,0.292302
mmh0r34rqnesgg,1,2,190,200,0.3908175,0.28769049999999996
mmh0r34rqnesgg,2,2,20,200,0.22330299999999997,-0.0024295
mmh0r34rqnesgg,2,2,62,200,0.31048000000000003,0.021901499999999997
mmh0r34rqnesgg,2,2,105,200,0.368314,0.0574145
mmh0r34rqnesgg,2,2,147,200,0.3861715,0.09771949999999999
mmh0r34rqnesgg,2,2,190,200,0.4220865,0.10113399999999999
mmh0r34rqnesgg,3,2,20,200,0.2175875,0.23014599999999996
mmh0r34rqnesgg,3,2,62,200,0.28051750000000003,0.285551
mmh0r34rqnesgg,3,2,105,200,0.329635,0.32643849999999996
mmh0r34rqnesgg,3,2,147,200,0.3406505,0.3268185
mmh0r34rqnesgg,3,2,190,200,0.36679049999999996,0.358276
mmh0r34rqnesgg,4,2,20,200,0.7720874999999999,0.5151625
mmh0r34rqnesgg,4,2,62,200,0.8656525,0.6634085
mmh0r34rqnesgg,4,2,105,200,0.8819414999999999,0.7366850000000001
mmh0r34rqnesgg,4,2,147,200,0.88832,0.7263544999999999
mmh0r34rqnesgg,4,2,190,200,0.8865369999999999,0.7436865
mmh0rqn6g1cadb,1,2,20,158,0.21401799999999999,0.20915500000000004
mmh0rqn6g1cadb,1,2,52,158,0.29110450000000004,0.37529199999999996
mmh0rqn6g1cadb,1,2,84,158,0.30933850000000007,0.39015150000000004
mmh0rqn6g1cadb,1,2,116,158,0.3213225,0.422737
mmh0rqn6g1cadb,1,2,148,158,0.33905549999999995,0.43320349999999996
mmh0rqn6g1cadb,2,2,20,165,0.322009,0.24058850000000004
mmh0rqn6g1cadb,2,2,53,165,0.3773835,0.2836405000000001
mmh0rqn6g1cadb,2,2,87,165,0.4015745,0.287227
mmh0rqn6g1cadb,2,2,121,165,0.46259699999999987,0.337013
mmh0rqn6g1cadb,2,2,155,165,0.44644700000000004,0.30489700000000003
mmh0rqn6g1cadb,3,2,20,191,0.04020749999999999,0.034947
mmh0rqn6g1cadb,3,2,60,191,0.10138549999999999,0.090457
mmh0rqn6g1cadb,3,2,100,191,0.13294999999999998,0.1711145
mmh0rqn6g1cadb,3,2,140,191,0.1643065,0.1678
mmh0rqn6g1cadb,3,2,181,191,0.1680995,0.2073855
mmh0rqn6g1cadb,4,2,20,139,0.08031549999999998,0.05925450000000001
mmh0rqn6g1cadb,4,2,47,139,0.157558,0.10687550000000001
