session_id,model,accuracy,f1,mcc
mmh0r34rqnesgg,patch_leaving,0.7690631808278867,0.7685589519650655,0.5393589924802213
mmh0r34rqnesgg,softmax_mvt,0.6503267973856209,0.7239896818572656,0.3336675516411424
mmh0rqn6g1cadb,mvt_threshold,0.7366003062787136,0.7295597484276729,0.4742277965418031
mmh0rqn6g1cadb,patch_leaving,0.7503828483920367,0.7400318979266348,0.5029450917178272
mmh0rqn6g1cadb,softmax_mvt,0.6431852986217458,0.7119901112484549,0.3226041338409872
mmh0tro0khha5x,mvt_threshold,0.7821052631578947,0.7737704918032787,0.5636616236417221
mmh0tro0khha5x,patch_leaving,0.631578947368421,0.6212121212121212,0.2626279721401382
mmh0tro0khha5x,softmax_mvt,0.5715789473684211,0.6682966585167074,0.20621922211168342
mmh0uacrkmrg83,mvt_threshold,0.8272980501392758,0.8324324324324325,0.6543872363698893
mmh0uacrkmrg83,patch_leaving,0.8008356545961003,0.8059701492537313,0.6016441427000055
mmh0uacrkmrg83,softmax_mvt,0.7005571030640668,0.7381242387332522,0.40436756986545364
mmh0ueb9o9dis7,mvt_threshold,0.6692307692307692,0.6709183673469388,0.3407007678828501
mmh0ueb9o9dis7,patch_leaving,0.6064102564102564,0.6089171974522293,0.21496299811595326
mmh0ueb9o9dis7,softmax_mvt,0.5397435897435897,0.6434955312810328,0.1293985536893559
mmh0vbvu4yn6l1,mvt_threshold,0.8597816960537363,0.8588334742180896,0.7195616498105004
mmh0vbvu4yn6l1,patch_leaving,0.4399664147774979,0.47021445591739475,-0.1198486762380273
mmh0vbvu4yn6l1,softmax_mvt,0.7027707808564232,0.7419825072886297,0.4300879207537184
mmh0vh7gck5q8n,mvt_threshold,0.8517587939698492,0.854679802955665,0.7037852517066563
mmh0vh7gck5q8n,patch_leaving,0.7361809045226131,0.75177304964539,0.4714029877596914
mmh0vh7gck5q8n,softmax_mvt,0.6695979899497487,0.7468719923002888,0.39021717773922765
mmh0wavycmn4y3,mvt_threshold,0.672972972972973,0.6641998149861239,0.34589394948202384
mmh0wavycmn4y3,patch_leaving,0.5540540540540541,0.5576407506702413,0.10837424442975443
mmh0wavycmn4y3,softmax_mvt,0.6189189189189189,0.6585956416464891,0.24734018943616987
mmh0x9u4kgtvxn,mvt_threshold,0.607413647851727,0.570902394106814,0.21748236876596727
mmh0x9u4kgtvxn,patch_leaving,0.5619208087615838,0.543859649122807,0.12401322518275178
mmh0x9u4kgtvxn,softmax_mvt,0.5796124684077506,0.5580159433126661,0.15971018943222864
mmh0yegg0emahk,mvt_threshold,0.8265440210249672,0.8272251308900523,0.6533681547725335
mmh0yegg0emahk,patch_leaving,0.7293035479632063,0.7185792349726776,0.4590420265455276
mmh0yegg0emahk,softmax_mvt,0.6136662286465178,0.7089108910891089,0.3120577872074941
mmh115pr1lsvkw,mvt_threshold,0.7093023255813954,0.7044917257683215,0.4218431693643435
mmh115pr1lsvkw,patch_leaving,0.6872093023255814,0.6890173410404624,0.3753812529053179
mmh115pr1lsvkw,softmax_mvt,0.6302325581395349,0.6794354838709677,0.26171097606138566
mmh16ou0ocswzc,mvt_threshold,0.7111334002006018,0.7067209775967414,0.4222276015748938
mmh16ou0ocswzc,patch_leaving,0.6529588766298897,0.6587771203155819,0.3064732835700823
mmh16ou0ocswzc,softmax_mvt,0.6078234704112337,0.6771263418662262,0.24307227139108986
mmh19xdl74m2p5,mvt_threshold,0.8524762908324552,0.8562628336755647,0.7048689901469826
mmh19xdl74m2p5,patch_leaving,0.6743940990516333,0.6811145510835913,0.3485123204688599
mmh19xdl74m2p5,softmax_mvt,0.6807165437302424,0.7262872628726287,0.37494239332185314
mmh1cyh0ahaw8s,mvt_threshold,0.75390625,0.775,0.5040305466792185
mmh1cyh0ahaw8s,patch_leaving,0.59375,0.596116504854369,0.19304747351504942
mmh1cyh0ahaw8s,softmax_mvt,0.638671875,0.727540500736377,0.2881119144530044
mmh1eq07kkdfkw,mvt_threshold,0.7813653136531366,0.7753554502369668,0.5632499463480221
mmh1eq07kkdfkw,patch_leaving,0.5239852398523985,0.5425531914893617,0.05503814221470525
mmh1eq07kkdfkw,softmax_mvt,0.5636531365313653,0.6628652886671419,0.2069638247991176
mmh1jfrxrszco0,mvt_threshold,0.8104448742746615,0.8191881918819188,0.6200012000120001
mmh1jfrxrszco0,patch_leaving,0.8007736943907157,0.8096118299445472,0.6006928919379415
mmh1jfrxrszco0,softmax_mvt,0.6305609284332688,0.6800670016750419,0.25772775888301597
mmh1qje9negjr0,mvt_threshold,0.6706783369803063,0.6780748663101605,0.34102325568620834
mmh1qje9negjr0,patch_leaving,0.6477024070021882,0.65,0.29559778987641466
mmh1qje9negjr0,softmax_mvt,0.5929978118161926,0.6388349514563106,0.18660675476692837
mmh1sestgp7zew,mvt_threshold,0.8879082082965578,0.8867082961641392,0.7758037184517417
mmh1sestgp7zew,patch_leaving,0.5710503089143866,0.5721830985915493,0.14222273491916676
mmh1sestgp7zew,softmax_mvt,0.677846425419241,0.7086991221069433,0.36640796809948206
mmh1tezp242ppu,mvt_threshold,0.6684045881126173,0.6761710794297352,0.33643330731180154
mmh1tezp242ppu,patch_leaving,0.6955161626694474,0.7038539553752535,0.39055528982990895
mmh1tezp242ppu,softmax_mvt,0.607924921793535,0.6845637583892618,0.22965377639171897
mmh1wzqpu4iob1,mvt_threshold,0.8370720188902007,0.8296296296296296,0.6742797921991197
mmh1wzqpu4iob1,patch_leaving,0.7567886658795749,0.7559241706161137,0.5141115359027161
mmh1wzqpu4iob1,softmax_mvt,0.7390791027154664,0.7508455467869222,0.4842201516603469
mmh250jg0prrne,mvt_threshold,0.583941605839416,0.5476190476190477,0.1664947675794493
mmh250jg0prrne,patch_leaving,0.5559610705596107,0.546583850931677,0.11154378051249908
mmh250jg0prrne,softmax_mvt,0.6204379562043796,0.6486486486486487,0.24911339724193168
mmh28cu87aoonk,mvt_threshold,0.560145808019441,0.5923423423423423,0.14087256748040458
mmh28cu87aoonk,patch_leaving,0.44106925880923453,0.41624365482233505,-0.11913680688447519
mmh28cu87aoonk,softmax_mvt,0.5783718104495748,0.619934282584885,0.18603747445718158
