session_id,model,phase,accuracy,precision,recall,f1,mcc
mmglwqjl2idcz3,random,Ph 1,0.728,0.728,1.0,0.8425925925925926,0.0
mmglwqjl2idcz3,random,Ph 2,0.9207317073170732,0.9207317073170732,1.0,0.9587301587301588,0.0
mmglwqjl2idcz3,random,Ph 3,0.0755813953488372,0.0755813953488372,1.0,0.14054054054054055,0.0
mmglwqjl2idcz3,random,Ph 4,0.48360655737704916,0.48360655737704916,1.0,0.6519337016574586,0.0
mmglwqjl2idcz3,bias,Full,0.4614065180102916,0.0,0.0,0.0,0.0
mmglwqjl2idcz3,bias,Ph 1,0.272,0.0,0.0,0.0,0.0
mmglwqjl2idcz3,bias,Ph 2,0.07926829268292683,0.0,0.0,0.0,0.0
mmglwqjl2idcz3,bias,Ph 3,0.9244186046511628,0.0,0.0,0.0,0.0
mmglwqjl2idcz3,bias,Ph 4,0.5163934426229508,0.0,0.0,0.0,0.0
mmglwqjl2idcz3,wsls,Full,0.46826758147512865,0.5555555555555556,0.06369426751592357,0.11428571428571428,0.00872899250080465
mmglwqjl2idcz3,wsls,Ph 1,0.336,0.8333333333333334,0.10989010989010989,0.1941747572815534,0.07713777141226114
mmglwqjl2idcz3,wsls,Ph 2,0.0975609756097561,1.0,0.019867549668874173,0.03896103896103896,0.04005261645716012
mmglwqjl2idcz3,wsls,Ph 3,0.9302325581395349,0.6,0.23076923076923078,0.3333333333333333,0.34329151227156923
mmglwqjl2idcz3,wsls,Ph 4,0.45081967213114754,0.25,0.06779661016949153,0.10666666666666667,-0.18161664058963672
mmglwqjl2idcz3,generalized_matching_law,Full,0.8181818181818182,0.8687943262411347,0.7802547770700637,0.8221476510067114,0.6411314428587271
mmglwqjl2idcz3,generalized_matching_law,Ph 1,0.56,0.9736842105263158,0.4065934065934066,0.5736434108527132,0.36488774433480403
mmglwqjl2idcz3,generalized_matching_law,Ph 2,0.9817073170731707,0.9805194805194806,1.0,0.9901639344262295,0.8684732317381775
mmglwqjl2idcz3,generalized_matching_law,Ph 3,0.9767441860465116,0.8,0.9230769230769231,0.8571428571428571,0.847117409722236
mmglwqjl2idcz3,generalized_matching_law,Ph 4,0.639344262295082,0.6,0.7627118644067796,0.6716417910447762,0.29422106729433795
mmglwqjl2idcz3,melioration,Full,0.8782161234991424,0.8957654723127035,0.8757961783439491,0.8856682769726248,0.7556481636917384
mmglwqjl2idcz3,melioration,Ph 1,0.904,0.9340659340659341,0.9340659340659341,0.9340659340659341,0.7575953458306399
mmglwqjl2idcz3,melioration,Ph 2,0.8963414634146342,0.9407894736842105,0.9470198675496688,0.9438943894389439,0.26423931664094796
mmglwqjl2idcz3,melioration,Ph 3,0.9825581395348837,1.0,0.7692307692307693,0.8695652173913043,0.8688991627258914
mmglwqjl2idcz3,melioration,Ph 4,0.680327868852459,0.6851851851851852,0.6271186440677966,0.6548672566371682,0.3594599075022589
mmglwqjl2idcz3,kinetic,Full,0.7615780445969125,0.8404669260700389,0.6878980891719745,0.7565674255691769,0.5376631374938855
mmglwqjl2idcz3,kinetic,Ph 1,0.456,0.9259259259259259,0.27472527472527475,0.423728813559322,0.2334647879378979
mmglwqjl2idcz3,kinetic,Ph 2,0.9024390243902439,0.972027972027972,0.9205298013245033,0.9455782312925171,0.49548191956306187
mmglwqjl2idcz3,kinetic,Ph 3,0.9593023255813954,0.6875,0.8461538461538461,0.7586206896551724,0.7413948387486934
