session_id,model,phase,accuracy,f1,mcc
mmgr8c41csnx7y,hmm_4state,Full,0.6793557833089312,0.45112781954887216,0.4105409187858715
mmgr8c41csnx7y,hmm_4state,Ph 1,0.7515527950310559,0.3103448275862069,0.33859104125662615
mmgr8c41csnx7y,hmm_4state,Ph 2,0.5707547169811321,0.42038216560509556,0.3457220458959879
mmgr8c41csnx7y,hmm_4state,Ph 3,0.8256410256410256,0.7258064516129032,0.655849158618072
mmgr8c41csnx7y,hmm_4state,Ph 4,0.5304347826086957,0.1,0.09990192712833106
mmh0l2c7syhpy7,hmm_2state,Full,0.5199610516066212,0.6841768097373478,0.0
mmh0l2c7syhpy7,hmm_2state,Ph 1,0.5303643724696356,0.6931216931216931,0.0
mmh0l2c7syhpy7,hmm_2state,Ph 2,0.6192307692307693,0.7648456057007126,0.0
mmh0l2c7syhpy7,hmm_2state,Ph 3,0.4090909090909091,0.5806451612903226,0.0
mmh0l2c7syhpy7,hmm_2state,Ph 4,0.5234375,0.6871794871794872,0.0
mmh0l2c7syhpy7,hmm_3state,Full,0.9814995131450828,0.9818875119161106,0.9636547471351085
mmh0l2c7syhpy7,hmm_3state,Ph 1,0.9676113360323887,0.968503937007874,0.9372059992095892
mmh0l2c7syhpy7,hmm_3state,Ph 2,0.9846153846153847,0.9874213836477987,0.9681348932670681
mmh0l2c7syhpy7,hmm_3state,Ph 3,0.9848484848484849,0.9811320754716981,0.968962790249909
mmh0l2c7syhpy7,hmm_3state,Ph 4,0.98828125,0.9886792452830189,0.9768056376431001
mmh0l2c7syhpy7,hmm_4state,Full,1.0,1.0,1.0
mmh0l2c7syhpy7,hmm_4state,Ph 1,1.0,1.0,1.0
mmh0l2c7syhpy7,hmm_4state,Ph 2,1.0,1.0,1.0
mmh0l2c7syhpy7,hmm_4state,Ph 3,1.0,1.0,1.0
mmh0l2c7syhpy7,hmm_4state,Ph 4,1.0,1.0,1.0
mmh0l48d4j1y4y,hmm_2state,Full,0.5388127853881278,0.5012345679012346,0.08237786321584953
mmh0l48d4j1y4y,hmm_2state,Ph 1,0.543010752688172,0.38848920863309355,0.09286268852840265
mmh0l48d4j1y4y,hmm_2state,Ph 2,0.5370370370370371,0.5614035087719298,0.09533543201559806
mmh0l48d4j1y4y,hmm_2state,Ph 3,0.5234042553191489,0.4909090909090909,0.0579972227426994
mmh0l48d4j1y4y,hmm_2state,Ph 4,0.5523012552301255,0.5201793721973094,0.12482759269128495
mmh0l48d4j1y4y,hmm_3state,Full,0.5148401826484018,0.4835965978128797,0.0329274149798429
mmh0l48d4j1y4y,hmm_3state,Ph 1,0.489247311827957,0.0,-0.1266674621653038
mmh0l48d4j1y4y,hmm_3state,Ph 2,0.2638888888888889,0.2318840579710145,-0.44117780243680244
mmh0l48d4j1y4y,hmm_3state,Ph 3,0.6978723404255319,0.6203208556149733,0.3700999327332039
mmh0l48d4j1y4y,hmm_3state,Ph 4,0.5815899581589958,0.7005988023952096,0.1526385334851842
mmh0l48d4j1y4y,hmm_4state,Full,0.7191780821917808,0.625,0.5269532661377815
mmh0l48d4j1y4y,hmm_4state,Ph 1,0.510752688172043,0.09900990099009901,0.027481120940242746
mmh0l48d4j1y4y,hmm_4state,Ph 2,0.5138888888888888,0.3225806451612903,0.2942597557707999
mmh0l48d4j1y4y,hmm_4state,Ph 3,0.8382978723404255,0.7532467532467533,0.6888095300866777
mmh0l48d4j1y4y,hmm_4state,Ph 4,0.9497907949790795,0.9512195121951219,0.9043041064205439
mmh0le5hn8utpd,hmm_2state,Full,1.0,1.0,1.0
mmh0le5hn8utpd,hmm_2state,Ph 1,1.0,1.0,1.0
mmh0le5hn8utpd,hmm_2state,Ph 2,1.0,1.0,1.0
mmh0le5hn8utpd,hmm_2state,Ph 3,1.0,1.0,1.0
mmh0le5hn8utpd,hmm_2state,Ph 4,1.0,1.0,1.0
mmh0le5hn8utpd,hmm_3state,Full,0.9969818913480886,0.9969543147208122,0.9939814539123667
mmh0le5hn8utpd,hmm_3state,Ph 1,0.9959183673469387,0.9959514170040485,0.9918693790770606
mmh0le5hn8utpd,hmm_3state,Ph 2,1.0,1.0,1.0
mmh0le5hn8utpd,hmm_3state,Ph 3,0.996031746031746,0.9942196531791907,0.9912370519850864
mmh0le5hn8utpd,hmm_3state,Ph 4,0.996031746031746,0.9959183673469387,0.9920887813566932
mmh0le5hn8utpd,hmm_4state,Full,1.0,1.0,1.0
mmh0le5hn8utpd,hmm_4state,Ph 1,1.0,1.0,1.0
mmh0le5hn8utpd,hmm_4state,Ph 2,1.0,1.0,1.0
mmh0le5hn8utpd,hmm_4state,Ph 3,1.0,1.0,1.0
mmh0le5hn8utpd,hmm_4state,Ph 4,1.0,1.0,1.0
mmh0lgop76n6ez,hmm_2state,Full,0.5215469613259669,0.31378763866877973,0.03171235466394927
mmh0lgop76n6ez,hmm_2state,Ph 1,0.5170731707317073,0.35294117647058826,0.02555132840980943
mmh0lgop76n6ez,hmm_2state,Ph 2,0.40358744394618834,0.3383084577114428,-0.08940051493365807
mmh0lgop76n6ez,hmm_2state,Ph 3,0.6317991631799164,0.30158730158730157,0.12493882168506858
mmh0lgop76n6ez,hmm_2state,Ph 4,0.5252100840336135,0.25165562913907286,0.0011252651718503572
mmh0lgop76n6ez,hmm_3state,Full,1.0,1.0,1.0
mmh0lgop76n6ez,hmm_3state,Ph 1,1.0,1.0,1.0
mmh0lgop76n6ez,hmm_3state,Ph 2,1.0,1.0,1.0
mmh0lgop76n6ez,hmm_3state,Ph 3,1.0,1.0,1.0
mmh0lgop76n6ez,hmm_3state,Ph 4,1.0,1.0,1.0
mmh0lgop76n6ez,hmm_4state,Full,1.0,1.0,1.0
mmh0lgop76n6ez,hmm_4state,Ph 1,1.0,1.0,1.0
mmh0lgop76n6ez,hmm_4state,Ph 2,1.0,1.0,1.0
mmh0lgop76n6ez,hmm_4state,Ph 3,1.0,1.0,1.0
mmh0lgop76n6ez,hmm_4state,Ph 4,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_2state,Full,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_2state,Ph 1,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_2state,Ph 2,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_2state,Ph 3,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_2state,Ph 4,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_3state,Full,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_3state,Ph 1,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_3state,Ph 2,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_3state,Ph 3,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_3state,Ph 4,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_4state,Full,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_4state,Ph 1,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_4state,Ph 2,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_4state,Ph 3,1.0,1.0,1.0
mmh0lku3ip54e4,hmm_4state,Ph 4,1.0,1.0,1.0
mmh0lpcdm9wdcu,hmm_2state,Full,0.5285714285714286,0.6915887850467289,0.0
mmh0lpcdm9wdcu,hmm_2state,Ph 1,0.6220472440944882,0.7669902912621359,0.0
mmh0lpcdm9wdcu,hmm_2state,Ph 2,0.9230769230769231,0.96,0.0
mmh0lpcdm9wdcu,hmm_2state,Ph 3,0.13043478260869565,0.23076923076923078,0.0
mmh0lpcdm9wdcu,hmm_2state,Ph 4,0.41509433962264153,0.5866666666666667,0.0
mmh0lpcdm9wdcu,hmm_3state,Full,0.7,0.7789473684210526,0.4816377493823486
mmh0lpcdm9wdcu,hmm_3state,Ph 1,0.6299212598425197,0.7707317073170732,0.11428984780884657
mmh0lpcdm9wdcu,hmm_3state,Ph 2,0.9230769230769231,0.96,0.0
mmh0lpcdm9wdcu,hmm_3state,Ph 3,0.7065217391304348,0.47058823529411764,0.45149324894859044
mmh0lpcdm9wdcu,hmm_3state,Ph 4,0.5283018867924528,0.6376811594202898,0.30099355037018233
mmh0lpcdm9wdcu,hmm_4state,Full,0.92,0.9282051282051282,0.8440578117885807
mmh0lpcdm9wdcu,hmm_4state,Ph 1,0.9291338582677166,0.9454545454545454,0.8510680168001212
mmh0lpcdm9wdcu,hmm_4state,Ph 2,0.9487179487179487,0.971830985915493,0.6953288019758299
mmh0lpcdm9wdcu,hmm_4state,Ph 3,1.0,1.0,1.0
mmh0lpcdm9wdcu,hmm_4state,Ph 4,0.7169811320754716,0.7457627118644068,0.5539743068897549
mmh0m3latwun95,hmm_2state,Full,0.5177033492822967,0.34375,0.051536534548150416
mmh0m3latwun95,hmm_2state,Ph 1,0.5150375939849624,0.3027027027027027,0.07885715308067975
mmh0m3latwun95,hmm_2state,Ph 2,0.376865671641791,0.215962441314554,-0.029581632974877526
mmh0m3latwun95,hmm_2state,Ph 3,0.6590909090909091,0.3076923076923077,0.17234149002470733
mmh0m3latwun95,hmm_2state,Ph 4,0.5222672064777328,0.5083333333333333,0.04376640419947506
mmh0m3latwun95,hmm_3state,Full,0.9866028708133971,0.9866156787762906,0.9735599383323547
mmh0m3latwun95,hmm_3state,Ph 1,0.9887218045112782,0.9890909090909091,0.9776698861057951
mmh0m3latwun95,hmm_3state,Ph 2,0.996268656716418,0.9971509971509972,0.9917795059716138
mmh0m3latwun95,hmm_3state,Ph 3,0.9924242424242424,0.9893617021276596,0.9836146052176201
mmh0m3latwun95,hmm_3state,Ph 4,0.9676113360323887,0.9655172413793104,0.9370297174359118
mmh0m3latwun95,hmm_4state,Full,0.7052631578947368,0.5904255319148937,0.5119673311409824
mmh0m3latwun95,hmm_4state,Ph 1,0.7330827067669173,0.6570048309178744,0.5601654535653454
mmh0m3latwun95,hmm_4state,Ph 2,0.7425373134328358,0.7561837455830389,0.5894086845327251
mmh0m3latwun95,hmm_4state,Ph 3,0.7613636363636364,0.5039370078740157,0.49535043233724635
mmh0m3latwun95,hmm_4state,Ph 4,0.5748987854251012,0.2222222222222222,0.26158502277066825
mmh0mm0schxk59,hmm_2state,Full,0.5054835493519442,0.48333333333333334,0.011466815110041748
mmh0mm0schxk59,hmm_2state,Ph 1,0.4794520547945205,0.6392405063291139,-0.13146607219245046
mmh0mm0schxk59,hmm_2state,Ph 2,0.6159695817490495,0.6752411575562701,0.2369935645464887
mmh0mm0schxk59,hmm_2state,Ph 3,0.4,0.1319796954314721,-0.3246074949352689
mmh0mm0schxk59,hmm_2state,Ph 4,0.5338983050847458,0.19117647058823528,0.014142945845391835
mmh0mm0schxk59,hmm_3state,Full,1.0,1.0,1.0
mmh0mm0schxk59,hmm_3state,Ph 1,1.0,1.0,1.0
mmh0mm0schxk59,hmm_3state,Ph 2,1.0,1.0,1.0
mmh0mm0schxk59,hmm_3state,Ph 3,1.0,1.0,1.0
mmh0mm0schxk59,hmm_3state,Ph 4,1.0,1.0,1.0
mmh0mm0schxk59,hmm_4state,Full,1.0,1.0,1.0
mmh0mm0schxk59,hmm_4state,Ph 1,1.0,1.0,1.0
mmh0mm0schxk59,hmm_4state,Ph 2,1.0,1.0,1.0
mmh0mm0schxk59,hmm_4state,Ph 3,1.0,1.0,1.0
mmh0mm0schxk59,hmm_4state,Ph 4,1.0,1.0,1.0
mmh0mmptqfyu87,hmm_2state,Full,0.5182186234817814,0.0,0.0
mmh0mmptqfyu87,hmm_2state,Ph 1,0.5609756097560976,0.0,0.0
mmh0mmptqfyu87,hmm_2state,Ph 2,0.4846153846153846,0.0,0.0
mmh0mmptqfyu87,hmm_2state,Ph 3,0.5303030303030303,0.0,0.0
mmh0mmptqfyu87,hmm_2state,Ph 4,0.4954128440366973,0.0,0.0
mmh0mmptqfyu87,hmm_3state,Full,0.5182186234817814,0.0,0.0
mmh0mmptqfyu87,hmm_3state,Ph 1,0.5609756097560976,0.0,0.0
mmh0mmptqfyu87,hmm_3state,Ph 2,0.4846153846153846,0.0,0.0
mmh0mmptqfyu87,hmm_3state,Ph 3,0.5303030303030303,0.0,0.0
mmh0mmptqfyu87,hmm_3state,Ph 4,0.4954128440366973,0.0,0.0
mmh0mmptqfyu87,hmm_4state,Full,0.9757085020242915,0.9741379310344828,0.9523976753412855
mmh0mmptqfyu87,hmm_4state,Ph 1,1.0,1.0,1.0
mmh0mmptqfyu87,hmm_4state,Ph 2,1.0,1.0,1.0
mmh0mmptqfyu87,hmm_4state,Ph 3,0.9772727272727273,0.9752066115702479,0.9552515499287003
mmh0mmptqfyu87,hmm_4state,Ph 4,0.9174311926605505,0.9108910891089109,0.8466895044129914
mmh0nnjg95y0zn,hmm_2state,Full,0.5142160844841592,0.6791845493562232,0.0
mmh0nnjg95y0zn,hmm_2state,Ph 1,0.53156146179402,0.6941431670281996,0.0
mmh0nnjg95y0zn,hmm_2state,Ph 2,0.6116504854368932,0.7590361445783133,0.0
mmh0nnjg95y0zn,hmm_2state,Ph 3,0.4032258064516129,0.5747126436781609,0.0
mmh0nnjg95y0zn,hmm_2state,Ph 4,0.5112540192926045,0.676595744680851,0.0
mmh0nnjg95y0zn,hmm_3state,Full,0.5142160844841592,0.6791845493562232,0.0
mmh0nnjg95y0zn,hmm_3state,Ph 1,0.53156146179402,0.6941431670281996,0.0
mmh0nnjg95y0zn,hmm_3state,Ph 2,0.6116504854368932,0.7590361445783133,0.0
mmh0nnjg95y0zn,hmm_3state,Ph 3,0.4032258064516129,0.5747126436781609,0.0
mmh0nnjg95y0zn,hmm_3state,Ph 4,0.5112540192926045,0.676595744680851,0.0
mmh0nnjg95y0zn,hmm_4state,Full,0.545085296506905,0.6933187294633077,0.18362120770532075
mmh0nnjg95y0zn,hmm_4state,Ph 1,0.5913621262458472,0.7223476297968398,0.2686540981155007
mmh0nnjg95y0zn,hmm_4state,Ph 2,0.6343042071197411,0.769857433808554,0.19106706287729522
mmh0nnjg95y0zn,hmm_4state,Ph 3,0.42258064516129035,0.5827505827505828,0.1154803192114475
mmh0nnjg95y0zn,hmm_4state,Ph 4,0.5337620578778135,0.6868250539956804,0.15519902779059802
mmh0ocgvf4p325,hmm_2state,Full,1.0,1.0,1.0
mmh0ocgvf4p325,hmm_2state,Ph 1,1.0,1.0,1.0
mmh0ocgvf4p325,hmm_2state,Ph 2,1.0,1.0,1.0
mmh0ocgvf4p325,hmm_2state,Ph 3,1.0,1.0,1.0
mmh0ocgvf4p325,hmm_2state,Ph 4,1.0,1.0,1.0
mmh0ocgvf4p325,hmm_3state,Full,0.9888888888888889,0.9882604055496265,0.9779594956122912
mmh0ocgvf4p325,hmm_3state,Ph 1,0.9877551020408163,0.986784140969163,0.975676729296919
mmh0ocgvf4p325,hmm_3state,Ph 2,0.9921568627450981,0.9939024390243902,0.9830580664718315
mmh0ocgvf4p325,hmm_3state,Ph 3,0.9919678714859438,0.9880952380952381,0.9821944218702024
mmh0ocgvf4p325,hmm_3state,Ph 4,0.983402489626556,0.9813084112149533,0.9669386321802385
mmh0ocgvf4p325,hmm_4state,Full,0.98989898989899,0.9893390191897654,0.9799452185071202
mmh0ocgvf4p325,hmm_4state,Ph 1,0.9918367346938776,0.9912280701754386,0.9837279527958883
mmh0ocgvf4p325,hmm_4state,Ph 2,0.9921568627450981,0.9939024390243902,0.9830580664718315
mmh0ocgvf4p325,hmm_4state,Ph 3,0.9919678714859438,0.9880952380952381,0.9821944218702024
mmh0ocgvf4p325,hmm_4state,Ph 4,0.983402489626556,0.9813084112149533,0.9669386321802385
mmh0opq734nw1a,hmm_2state,Full,0.514161220043573,0.5011185682326622,0.027897086153786336
mmh0opq734nw1a,hmm_2state,Ph 1,0.459915611814346,0.5259259259259259,-0.09359307341262509
mmh0opq734nw1a,hmm_2state,Ph 2,0.6531531531531531,0.7158671586715867,0.27414154234052435
mmh0opq734nw1a,hmm_2state,Ph 3,0.40707964601769914,0.36792452830188677,-0.17161861803437353
mmh0opq734nw1a,hmm_2state,Ph 4,0.5407725321888412,0.24113475177304963,-0.013584586923973114
mmh0opq734nw1a,hmm_3state,Full,0.7647058823529411,0.8078291814946619,0.6018071943114873
mmh0opq734nw1a,hmm_3state,Ph 1,0.6835443037974683,0.7678018575851393,0.4577589886388219
mmh0opq734nw1a,hmm_3state,Ph 2,0.8513513513513513,0.8952380952380953,0.6929677786688987
mmh0opq734nw1a,hmm_3state,Ph 3,0.6283185840707964,0.6793893129770993,0.4461178525329298
mmh0opq734nw1a,hmm_3state,Ph 4,0.8969957081545065,0.8928571428571429,0.8129738678598128
mmh0opq734nw1a,hmm_4state,Full,0.94880174291939,0.9490790899241603,0.8981072555270552
mmh0opq734nw1a,hmm_4state,Ph 1,0.9451476793248945,0.9498069498069498,0.8934900924731539
mmh0opq734nw1a,hmm_4state,Ph 2,0.9819819819819819,0.986013986013986,0.9614537736553523
mmh0opq734nw1a,hmm_4state,Ph 3,0.9513274336283186,0.9398907103825137,0.8999977870396909
mmh0opq734nw1a,hmm_4state,Ph 4,0.9184549356223176,0.9025641025641026,0.8333422778435225
mmh0ozswma6i3j,hmm_2state,Full,0.5014807502467917,0.0039447731755424065,0.031465777328242406
mmh0ozswma6i3j,hmm_2state,Ph 1,0.4506172839506173,0.02197802197802198,0.07049073768502413
mmh0ozswma6i3j,hmm_2state,Ph 2,0.41605839416058393,0.0,0.0
mmh0ozswma6i3j,hmm_2state,Ph 3,0.6082474226804123,0.0,0.0
mmh0ozswma6i3j,hmm_2state,Ph 4,0.5034965034965035,0.0,0.0
mmh0ozswma6i3j,hmm_3state,Full,0.9990128331688055,0.9990128331688055,0.9980276134122288
mmh0ozswma6i3j,hmm_3state,Ph 1,1.0,1.0,1.0
mmh0ozswma6i3j,hmm_3state,Ph 2,0.9963503649635036,0.9968847352024922,0.9925076191583582
mmh0ozswma6i3j,hmm_3state,Ph 3,1.0,1.0,1.0
mmh0ozswma6i3j,hmm_3state,Ph 4,1.0,1.0,1.0
mmh0ozswma6i3j,hmm_4state,Full,0.9921026653504442,0.9921568627450981,0.9843283466174655
mmh0ozswma6i3j,hmm_4state,Ph 1,0.9938271604938271,0.994475138121547,0.98755998565896
mmh0ozswma6i3j,hmm_4state,Ph 2,0.9890510948905109,0.9907120743034056,0.9776316495666558
mmh0ozswma6i3j,hmm_4state,Ph 3,1.0,1.0,1.0
mmh0ozswma6i3j,hmm_4state,Ph 4,0.986013986013986,0.9861111111111112,0.9724124623614507
mmh0pa4lgnz2nd,hmm_2state,Full,1.0,1.0,1.0
mmh0pa4lgnz2nd,hmm_2state,Ph 1,1.0,1.0,1.0
mmh0pa4lgnz2nd,hmm_2state,Ph 2,1.0,1.0,1.0
mmh0pa4lgnz2nd,hmm_2state,Ph 3,1.0,1.0,1.0
mmh0pa4lgnz2nd,hmm_2state,Ph 4,1.0,1.0,1.0
mmh0pa4lgnz2nd,hmm_3state,Full,0.9921787709497206,0.992108229988726,0.984477705053135
mmh0pa4lgnz2nd,hmm_3state,Ph 1,0.9906103286384976,0.9903846153846154,0.9813851859065752
mmh0pa4lgnz2nd,hmm_3state,Ph 2,1.0,1.0,1.0
mmh0pa4lgnz2nd,hmm_3state,Ph 3,0.9957081545064378,0.9937888198757764,0.990554927294663
mmh0pa4lgnz2nd,hmm_3state,Ph 4,0.9817351598173516,0.9813084112149533,0.9641071806193923
mmh0pa4lgnz2nd,hmm_4state,Full,1.0,1.0,1.0
mmh0pa4lgnz2nd,hmm_4state,Ph 1,1.0,1.0,1.0
mmh0pa4lgnz2nd,hmm_4state,Ph 2,1.0,1.0,1.0
mmh0pa4lgnz2nd,hmm_4state,Ph 3,1.0,1.0,1.0
mmh0pa4lgnz2nd,hmm_4state,Ph 4,1.0,1.0,1.0
mmh0pj6zqdvwmg,hmm_2state,Full,0.5076551168412571,0.0,0.0
mmh0pj6zqdvwmg,hmm_2state,Ph 1,0.46830985915492956,0.0,0.0
mmh0pj6zqdvwmg,hmm_2state,Ph 2,0.5076452599388379,0.0,0.0
mmh0pj6zqdvwmg,hmm_2state,Ph 3,0.5807453416149069,0.0,0.0
mmh0pj6zqdvwmg,hmm_2state,Ph 4,0.4675324675324675,0.0,0.0
mmh0pj6zqdvwmg,hmm_3state,Full,0.5286059629331185,0.4155844155844156,0.05550216478689333
mmh0pj6zqdvwmg,hmm_3state,Ph 1,0.4647887323943662,0.48299319727891155,-0.07101340869535444
mmh0pj6zqdvwmg,hmm_3state,Ph 2,0.7033639143730887,0.6283524904214559,0.43498244633334554
mmh0pj6zqdvwmg,hmm_3state,Ph 3,0.39751552795031053,0.21774193548387097,-0.26870143478672504
mmh0pj6zqdvwmg,hmm_3state,Ph 4,0.538961038961039,0.2828282828282828,0.20549300955350872
mmh0pj6zqdvwmg,hmm_4state,Full,1.0,1.0,1.0
mmh0pj6zqdvwmg,hmm_4state,Ph 1,1.0,1.0,1.0
mmh0pj6zqdvwmg,hmm_4state,Ph 2,1.0,1.0,1.0
mmh0pj6zqdvwmg,hmm_4state,Ph 3,1.0,1.0,1.0
mmh0pj6zqdvwmg,hmm_4state,Ph 4,1.0,1.0,1.0
mmh0pjhqfbciu8,hmm_2state,Full,0.5150273224043715,0.6085997794928335,0.04561157181400911
mmh0pjhqfbciu8,hmm_2state,Ph 1,0.5445026178010471,0.6859205776173285,0.015647106070700814
mmh0pjhqfbciu8,hmm_2state,Ph 2,0.7093596059113301,0.7929824561403509,0.34681044517816345
mmh0pjhqfbciu8,hmm_2state,Ph 3,0.3113207547169811,0.3652173913043478,-0.20224353252587307
mmh0pjhqfbciu8,hmm_2state,Ph 4,0.5,0.45217391304347826,0.0
mmh0pjhqfbciu8,hmm_3state,Full,0.6174863387978142,0.7194388777555111,0.3742689972222056
mmh0pjhqfbciu8,hmm_3state,Ph 1,0.5759162303664922,0.7216494845360825,0.18116485634993912
mmh0pjhqfbciu8,hmm_3state,Ph 2,0.625615763546798,0.7696969696969697,0.0
mmh0pjhqfbciu8,hmm_3state,Ph 3,0.7075471698113207,0.6736842105263158,0.5432792055217052
mmh0pjhqfbciu8,hmm_3state,Ph 4,0.5158730158730159,0.6737967914438503,0.1270001270001905
mmh0pjhqfbciu8,hmm_4state,Full,0.8866120218579235,0.8692913385826772,0.7930111821928064
mmh0pjhqfbciu8,hmm_4state,Ph 1,0.9476439790575916,0.95,0.9002865505026013
mmh0pjhqfbciu8,hmm_4state,Ph 2,0.9310344827586207,0.9416666666666667,0.8668079836330183
mmh0pjhqfbciu8,hmm_4state,Ph 3,0.8962264150943396,0.7924528301886793,0.7558594640617822
mmh0pjhqfbciu8,hmm_4state,Ph 4,0.7063492063492064,0.5842696629213483,0.5099019513592785
mmh0puch6r88f0,hmm_2state,Full,1.0,1.0,1.0
mmh0puch6r88f0,hmm_2state,Ph 1,1.0,1.0,1.0
mmh0puch6r88f0,hmm_2state,Ph 2,1.0,1.0,1.0
mmh0puch6r88f0,hmm_2state,Ph 3,1.0,1.0,1.0
mmh0puch6r88f0,hmm_2state,Ph 4,1.0,1.0,1.0
mmh0puch6r88f0,hmm_3state,Full,1.0,1.0,1.0
mmh0puch6r88f0,hmm_3state,Ph 1,1.0,1.0,1.0
mmh0puch6r88f0,hmm_3state,Ph 2,1.0,1.0,1.0
mmh0puch6r88f0,hmm_3state,Ph 3,1.0,1.0,1.0
mmh0puch6r88f0,hmm_3state,Ph 4,1.0,1.0,1.0
mmh0puch6r88f0,hmm_4state,Full,1.0,1.0,1.0
mmh0puch6r88f0,hmm_4state,Ph 1,1.0,1.0,1.0
mmh0puch6r88f0,hmm_4state,Ph 2,1.0,1.0,1.0
mmh0puch6r88f0,hmm_4state,Ph 3,1.0,1.0,1.0
mmh0puch6r88f0,hmm_4state,Ph 4,1.0,1.0,1.0
mmh0r154h7irg3,hmm_2state,Full,0.5157179269328802,0.0,0.0
mmh0r154h7irg3,hmm_2state,Ph 1,0.532258064516129,0.0,0.0
mmh0r154h7irg3,hmm_2state,Ph 2,0.40939597315436244,0.0,0.0
mmh0r154h7irg3,hmm_2state,Ph 3,0.603225806451613,0.0,0.0
mmh0r154h7irg3,hmm_2state,Ph 4,0.5171339563862928,0.0,0.0
mmh0r154h7irg3,hmm_3state,Full,0.7858963466440102,0.8102409638554217,0.6068497715501044
mmh0r154h7irg3,hmm_3state,Ph 1,0.6612903225806451,0.7254901960784313,0.4224811583527568
mmh0r154h7irg3,hmm_3state,Ph 2,0.8926174496644296,0.9139784946236559,0.7801614215967946
mmh0r154h7irg3,hmm_3state,Ph 3,0.6903225806451613,0.7073170731707317,0.48290475389274745
mmh0r154h7irg3,hmm_3state,Ph 4,0.8753894080996885,0.8757763975155279,0.7532265793445615
mmh0r154h7irg3,hmm_4state,Full,0.8113848768054376,0.8355555555555556,0.6697638355387093
mmh0r154h7irg3,hmm_4state,Ph 1,0.6854838709677419,0.7467532467532467,0.4869455852663617
mmh0r154h7irg3,hmm_4state,Ph 2,0.9060402684563759,0.925531914893617,0.8117122819539186
mmh0r154h7irg3,hmm_4state,Ph 3,0.7096774193548387,0.7289156626506024,0.5356550679083095
mmh0r154h7irg3,hmm_4state,Ph 4,0.9190031152647975,0.9221556886227545,0.8481036806077911
mmh0r34rqnesgg,hmm_2state,Full,0.5130718954248366,0.6781857451403888,0.0
mmh0r34rqnesgg,hmm_2state,Ph 1,0.5314009661835749,0.694006309148265,0.0
mmh0r34rqnesgg,hmm_2state,Ph 2,0.6991150442477876,0.8229166666666666,0.0
mmh0r34rqnesgg,hmm_2state,Ph 3,0.30131004366812225,0.46308724832214765,0.0
mmh0r34rqnesgg,hmm_2state,Ph 4,0.5234375,0.6871794871794872,0.0
mmh0r34rqnesgg,hmm_3state,Full,1.0,1.0,1.0
mmh0r34rqnesgg,hmm_3state,Ph 1,1.0,1.0,1.0
mmh0r34rqnesgg,hmm_3state,Ph 2,1.0,1.0,1.0
mmh0r34rqnesgg,hmm_3state,Ph 3,1.0,1.0,1.0
mmh0r34rqnesgg,hmm_3state,Ph 4,1.0,1.0,1.0
mmh0r34rqnesgg,hmm_4state,Full,1.0,1.0,1.0
mmh0r34rqnesgg,hmm_4state,Ph 1,1.0,1.0,1.0
mmh0r34rqnesgg,hmm_4state,Ph 2,1.0,1.0,1.0
mmh0r34rqnesgg,hmm_4state,Ph 3,1.0,1.0,1.0
mmh0r34rqnesgg,hmm_4state,Ph 4,1.0,1.0,1.0
mmh0rqn6g1cadb,hmm_2state,Full,0.5237366003062787,0.32537960954446854,0.06232020256995583
mmh0rqn6g1cadb,hmm_2state,Ph 1,0.5189873417721519,0.22448979591836735,0.05837636572902505
mmh0rqn6g1cadb,hmm_2state,Ph 2,0.34545454545454546,0.03571428571428571,-0.2186315738115546
mmh0rqn6g1cadb,hmm_2state,Ph 3,0.675392670157068,0.38,0.2919079442017708
mmh0rqn6g1cadb,hmm_2state,Ph 4,0.5323741007194245,0.5695364238410596,0.060437295560408014
mmh0rqn6g1cadb,hmm_3state,Full,0.6110260336906586,0.3712871287128713,0.3517123337642816
mmh0rqn6g1cadb,hmm_3state,Ph 1,0.569620253164557,0.24444444444444444,0.2735506022160966
mmh0rqn6g1cadb,hmm_3state,Ph 2,0.3939393939393939,0.038461538461538464,0.0870545318711617
mmh0rqn6g1cadb,hmm_3state,Ph 3,0.7068062827225131,0.40425531914893614,0.4133433357129332
mmh0rqn6g1cadb,hmm_3state,Ph 4,0.7841726618705036,0.7413793103448276,0.6255470044734578
mmh0rqn6g1cadb,hmm_4state,Full,0.6110260336906586,0.3712871287128713,0.3517123337642816
mmh0rqn6g1cadb,hmm_4state,Ph 1,0.569620253164557,0.24444444444444444,0.2735506022160966
mmh0rqn6g1cadb,hmm_4state,Ph 2,0.3939393939393939,0.038461538461538464,0.0870545318711617
mmh0rqn6g1cadb,hmm_4state,Ph 3,0.7068062827225131,0.40425531914893614,0.4133433357129332
