session_id,click_index,timestamp_ms,elapsed_time_s,cp_probability,signal_value,_cp_prob_trace,_signal_trace,_times_trace
mmgp5kmoz5itw5,27,23985,23.985,0.8148148148148149,0.4,,,
mmgp5kmoz5itw5,78,59013,59.013,0.8108108108108107,1.0,,,
mmgp5kmoz5itw5,110,82892,82.892,0.8840579710144928,1.0,,,
mmgp5kmoz5itw5,144,225699,225.699,0.8048780487804879,0.65,,,
mmgp5kmoz5itw5,189,251834,251.834,0.9,0.15,,,
mmgp5kmoz5itw5,218,274606,274.606,0.75,0.3,,,
mmgp5kmoz5itw5,253,318180,318.18,0.7727272727272727,0.4,,,
mmgp5kmoz5itw5,291,359413,359.413,0.8780487804878049,0.6,,,
mmgp5kmoz5itw5,-1,0,0.0,0.0,0.0,"[0.0, 0.9999999999999999, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8148148148148149, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7619047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5652173913043479, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8108108108108107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7962962962962963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8840579710144928, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8048780487804879, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.736842105263158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7727272727272727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8780487804878049]","[1.0, 0.5, 0.6666666666666666, 0.75, 0.8, 0.8333333333333334, 0.8571428571428571, 0.875, 0.7777777777777778, 0.8, 0.8181818181818182, 0.8333333333333334, 0.8461538461538461, 0.7857142857142857, 0.8, 0.8125, 0.8235294117647058, 0.8333333333333334, 0.7894736842105263, 0.75, 0.7, 0.7, 0.65, 0.6, 0.55, 0.5, 0.45, 0.4, 0.4, 0.35, 0.35, 0.35, 0.35, 0.4, 0.4, 0.4, 0.4, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 0.95, 0.9, 0.85, 0.8, 0.75, 0.7, 0.65, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 1.0, 1.0, 1.0, 0.95, 0.9, 0.85, 0.8, 0.75, 0.7, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 0.9, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.8, 0.75, 0.75, 0.75, 0.75, 0.7, 0.65, 0.65, 0.65, 0.65, 0.65, 0.6, 0.55, 0.5, 0.45, 0.45, 0.45, 0.45, 0.45, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.35, 0.3, 0.3, 0.3, 0.35, 0.4, 0.45, 0.5, 0.5, 0.5, 0.45, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.35, 0.3, 0.25, 0.2, 0.15, 0.15, 0.15, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.7, 0.65, 0.6, 0.55, 0.5, 0.45, 0.4, 0.35, 0.3, 0.25, 0.2, 0.15, 0.15, 0.15, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.75, 0.75, 0.75, 0.75, 0.75, 0.7, 0.65, 0.6, 0.55, 0.5, 0.45, 0.4, 0.4, 0.4, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.6, 0.55, 0.5, 0.45, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.35, 0.3, 0.3, 0.3, 0.3, 0.3, 0.25, 0.2, 0.2, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.6]","[1.572, 2.773, 4.087, 5.322, 6.688, 8.189, 9.557, 10.751, 11.72, 13.215, 14.212, 15.282, 16.427, 17.314, 18.232, 18.486, 18.83, 19.048, 20.307, 21.08, 21.467, 21.735, 22.052, 22.281, 22.961, 23.191, 23.67, 23.985, 24.309, 24.529, 25.503, 25.73, 26.104, 27.325, 28.044, 28.843, 29.659, 30.385, 31.154, 31.822, 32.426, 33.054, 33.683, 34.193, 34.627, 35.146, 35.562, 36.262, 36.666, 37.395, 38.198, 38.929, 39.649, 40.242, 40.707, 41.032, 41.259, 42.241, 43.625, 44.206, 44.649, 45.069, 46.085, 46.685, 47.386, 48.352, 49.383, 50.85, 51.834, 52.602, 53.322, 54.08, 54.769, 55.512, 56.228, 56.927, 57.594, 58.286, 59.013, 59.745, 60.558, 61.87, 62.883, 63.627, 64.292, 64.956, 65.657, 66.422, 67.55, 68.2, 68.857, 69.489, 70.284, 71.048, 71.767, 72.415, 73.114, 73.868, 74.511, 75.197, 75.883, 76.581, 77.393, 78.125, 79.083, 79.792, 80.427, 81.012, 81.643, 82.284, 82.892, 83.77, 85.216, 85.856, 86.404, 86.944, 87.367, 87.827, 89.315, 89.966, 90.698, 92.246, 93.314, 94.674, 95.809, 96.79, 97.81, 99.003, 99.855, 101.115, 105.449, 219.487, 219.932, 220.322, 220.814, 221.217, 222.309, 223.073, 223.37, 223.588, 224.021, 224.351, 224.739, 225.361, 225.699, 226.014, 226.228, 227.537, 227.895, 228.267, 228.665, 229.242, 229.607, 229.944, 230.247, 231.252, 231.623, 231.989, 232.376, 233.239, 233.59, 234.009, 234.93, 235.301, 235.525, 236.328, 236.677, 237.079, 237.563, 237.901, 238.307, 238.84, 239.259, 240.099, 240.475, 240.875, 242.036, 242.651, 243.206, 243.768, 245.052, 245.87, 246.535, 247.203, 247.974, 248.626, 249.22, 249.871, 250.59, 251.834, 253.12, 253.898, 254.644, 255.397, 256.574, 257.308, 257.914, 258.573, 259.202, 259.831, 260.493, 261.245, 261.955, 262.593, 263.192, 263.921, 264.266, 264.652, 265.853, 266.558, 267.232, 267.967, 269.023, 269.853, 270.788, 271.698, 272.941, 273.821, 274.606, 275.44, 276.191, 277.236, 278.781, 280.946, 282.201, 282.903, 283.649, 297.169, 297.852, 298.488, 299.278, 300.02, 301.545, 302.312, 303.41, 304.1, 305.66, 306.324, 306.943, 307.493, 308.186, 309.555, 310.172, 310.672, 311.157, 311.726, 312.826, 313.446, 314.131, 314.838, 315.504, 316.179, 316.859, 318.18, 318.904, 322.974, 323.644, 324.365, 325.028, 325.653, 326.76, 328.165, 329.773, 330.478, 331.422, 332.322, 333.052, 335.089, 335.967, 338.558, 339.562, 340.382, 341.15, 342.192, 343.03, 344.394, 345.111, 345.781, 346.441, 347.541, 348.229, 348.889, 349.785, 351.12, 352.018, 352.9, 353.627, 354.563, 355.883, 356.847, 357.744, 359.413]"
mmgp92mez7ni28,43,30527,30.527,0.813953488372093,0.9,,,
mmgp92mez7ni28,97,48818,48.818,0.8125,0.6,,,
mmgp92mez7ni28,136,61225,61.225,0.9090909090909091,0.35,,,
mmgp92mez7ni28,176,72871,72.871,0.9069767441860466,0.65,,,
mmgp92mez7ni28,226,86985,86.985,0.9047619047619048,0.7,,,
mmgp92mez7ni28,254,95846,95.846,0.9512195121951219,0.75,,,
mmgp92mez7ni28,286,105045,105.045,0.8333333333333334,0.85,,,
mmgp92mez7ni28,358,125777,125.777,0.9351851851851852,0.8,,,
mmgp92mez7ni28,397,136868,136.868,0.9659863945578231,0.45,,,
mmgp92mez7ni28,437,148524,148.524,0.6666666666666667,0.6,,,
mmgp92mez7ni28,472,159070,159.07,0.8809523809523809,0.75,,,
mmgp92mez7ni28,530,177600,177.6,0.7727272727272727,0.45,,,
mmgp92mez7ni28,564,187464,187.464,0.868421052631579,0.3,,,
mmgp92mez7ni28,590,194958,194.958,0.8666666666666667,0.65,,,
mmgp92mez7ni28,618,202838,202.838,0.9137931034482758,0.7,,,
mmgp92mez7ni28,669,216842,216.842,0.8235294117647058,0.15,,,
mmgp92mez7ni28,705,226565,226.565,0.7619047619047619,0.3,,,
mmgp92mez7ni28,752,239674,239.674,0.8431372549019608,0.5,,,
mmgp92mez7ni28,774,245686,245.686,0.896551724137931,0.3,,,
mmgp92mez7ni28,800,252680,252.68,0.7857142857142857,0.5,,,
mmgp92mez7ni28,833,262727,262.727,0.782608695652174,0.6,,,
mmgp92mez7ni28,881,276724,276.724,0.9285714285714286,0.65,,,
mmgp92mez7ni28,920,287760,287.76,0.8571428571428572,0.4,,,
mmgp92mez7ni28,973,303152,303.152,0.8837209302325582,0.45,,,
mmgp92mez7ni28,996,310488,310.488,0.782608695652174,0.5,,,
mmgp92mez7ni28,1026,318955,318.955,0.8235294117647058,0.6,,,
mmgp92mez7ni28,1061,328486,328.486,0.868421052631579,0.45,,,
mmgp92mez7ni28,1090,336832,336.832,0.6470588235294117,0.4,,,
mmgp92mez7ni28,1126,346160,346.16,0.8518518518518519,0.85,,,
