session_id,model,n_params,nll,aic,bic,n_obs,alpha,beta,alpha_pos,alpha_neg,forget,alpha_base,alpha_gain,decay,alpha_phase1,alpha_phase2,alpha_phase3,alpha_phase4,sensitivity,bias,r_squared,n_bins
mmh0pj6zqdvwmg,wsls,2,857.4958614375939,1718.991722875188,1729.239068445597,1241.0,,,,,,,,,,,,,,,,
mmh0pj6zqdvwmg,logistic,5,385.25009340761073,780.5001868152215,806.1185507412445,1241.0,,,,,,,,,,,,,,,,
mmh0pjhqfbciu8,random,0,507.38373616988,1014.76747233976,1014.76747233976,732.0,,,,,,,,,,,,,,,,
mmh0pjhqfbciu8,bias,1,507.2498482252448,1016.4996964504896,1021.095476964451,732.0,,,,,,,,,,,,,,,,
mmh0pjhqfbciu8,wsls,2,505.687871771922,1015.375743543844,1024.5673045717665,732.0,,,,,,,,,,,,,,,,
mmh0pjhqfbciu8,logistic,5,441.8358238786335,893.6716477572669,916.6505503270736,732.0,,,,,,,,,,,,,,,,
mmh0puch6r88f0,random,0,618.2872850594713,1236.5745701189426,1236.5745701189426,892.0,,,,,,,,,,,,,,,,
mmh0puch6r88f0,bias,1,618.2065651357848,1238.4131302715696,1243.2065964041496,892.0,,,,,,,,,,,,,,,,
mmh0puch6r88f0,wsls,2,617.5194595964851,1239.0389191929703,1248.6258514581302,892.0,,,,,,,,,,,,,,,,
mmh0puch6r88f0,logistic,5,589.1348708254711,1188.2697416509425,1212.2370723138422,892.0,,,,,,,,,,,,,,,,
mmh0r154h7irg3,random,0,815.8342315190555,1631.668463038111,1631.668463038111,1177.0,,,,,,,,,,,,,,,,
mmh0r154h7irg3,bias,1,815.2525723999306,1632.5051447998612,1637.5758689071215,1177.0,,,,,,,,,,,,,,,,
mmh0r154h7irg3,wsls,2,814.2082642991,1632.4165285982,1642.5579768127209,1177.0,,,,,,,,,,,,,,,,
mmh0r154h7irg3,logistic,5,330.7824238843427,671.5648477686854,696.9184683049867,1177.0,,,,,,,,,,,,,,,,
mmh0r34rqnesgg,random,0,636.3091117540297,1272.6182235080594,1272.6182235080594,918.0,,,,,,,,,,,,,,,,
mmh0r34rqnesgg,bias,1,635.9953505156122,1273.9907010312245,1278.812898421845,918.0,,,,,,,,,,,,,,,,
mmh0r34rqnesgg,wsls,2,635.2149052560243,1274.4298105120486,1284.0742052932897,918.0,,,,,,,,,,,,,,,,
mmh0r34rqnesgg,logistic,5,397.4135418769091,804.8270837538182,828.9380707069207,918.0,,,,,,,,,,,,,,,,
mmh0rqn6g1cadb,random,0,452.6251089056443,905.2502178112886,905.2502178112886,653.0,,,,,,,,,,,,,,,,
mmh0rqn6g1cadb,bias,1,452.6182176103457,907.2364352206914,911.7180123499678,653.0,,,,,,,,,,,,,,,,
mmh0rqn6g1cadb,wsls,2,450.6796875057145,905.359375011429,914.322529269982,653.0,,,,,,,,,,,,,,,,
mmh0rqn6g1cadb,logistic,5,331.2894520874235,672.578904174847,694.9867898212292,653.0,,,,,,,,,,,,,,,,
mmh0tro0khha5x,random,0,658.489821531948,1316.979643063896,1316.979643063896,950.0,,,,,,,,,,,,,,,,
mmh0tro0khha5x,bias,1,658.016058561323,1318.032117122646,1322.8885791072405,950.0,,,,,,,,,,,,,,,,
mmh0tro0khha5x,wsls,2,657.0080018559038,1318.0160037118076,1327.7289276809968,950.0,,,,,,,,,,,,,,,,
mmh0tro0khha5x,logistic,5,416.09609489572347,842.1921897914469,866.4744997144198,950.0,,,,,,,,,,,,,,,,
mmh0uacrkmrg83,random,0,497.6796756420407,995.3593512840814,995.3593512840814,718.0,,,,,,,,,,,,,,,,
mmh0uacrkmrg83,bias,1,497.13357617366256,996.2671523473252,1000.8436219163732,718.0,,,,,,,,,,,,,,,,
mmh0uacrkmrg83,wsls,2,496.4294386005731,996.8588772011462,1006.0118163392428,718.0,,,,,,,,,,,,,,,,
mmh0uacrkmrg83,logistic,5,296.6540035651073,603.3080071302146,626.1903549754558,718.0,,,,,,,,,,,,,,,,
mmh0ueb9o9dis7,random,0,540.6548008367572,1081.3096016735144,1081.3096016735144,780.0,,,,,,,,,,,,,,,,
mmh0ueb9o9dis7,bias,1,540.1521287423323,1082.3042574846645,1086.9635514043482,780.0,,,,,,,,,,,,,,,,
mmh0ueb9o9dis7,wsls,2,539.0654618785704,1082.1309237571409,1091.449511596508,780.0,,,,,,,,,,,,,,,,
mmh0ueb9o9dis7,logistic,5,465.5282052536456,941.0564105072912,964.3528801057092,780.0,,,,,,,,,,,,,,,,
mmh0vbvu4yn6l1,random,0,825.5382920468949,1651.0765840937895,1651.0765840937895,1191.0,,,,,,,,,,,,,,,,
mmh0vbvu4yn6l1,bias,1,825.4874936756413,1652.9749873512826,1658.057535920638,1191.0,,,,,,,,,,,,,,,,
mmh0vbvu4yn6l1,wsls,2,823.2485335387584,1650.4970670775167,1660.6621642162272,1191.0,,,,,,,,,,,,,,,,
mmh0vbvu4yn6l1,logistic,5,399.6250538056422,809.2501076112844,834.6628504580609,1191.0,,,,,,,,,,,,,,,,
mmh0vh7gck5q8n,random,0,551.7451557257164,1103.4903114514327,1103.4903114514327,796.0,,,,,,,,,,,,,,,,
mmh0vh7gck5q8n,bias,1,551.2525918064368,1104.5051836128737,1109.184782798718,796.0,,,,,,,,,,,,,,,,
mmh0vh7gck5q8n,wsls,2,550.0614344960368,1104.1228689920736,1113.4820673637623,796.0,,,,,,,,,,,,,,,,
mmh0vh7gck5q8n,logistic,5,231.918537001218,473.837074002436,497.2350699316579,796.0,,,,,,,,,,,,,,,,
mmh0wavycmn4y3,random,0,769.3933704215393,1538.7867408430786,1538.7867408430786,1110.0,,,,,,,,,,,,,,,,
mmh0wavycmn4y3,bias,1,769.3483247671485,1540.696649534297,1545.7087648286033,1110.0,,,,,,,,,,,,,,,,
mmh0wavycmn4y3,wsls,2,768.6156045199904,1541.2312090399807,1551.2554396285934,1110.0,,,,,,,,,,,,,,,,
mmh0wavycmn4y3,logistic,5,707.1947906795172,1424.3895813590343,1449.4501578305662,1110.0,,,,,,,,,,,,,,,,
mmh0x9u4kgtvxn,random,0,822.7657033246551,1645.5314066493102,1645.5314066493102,1187.0,,,,,,,,,,,,,,,,
mmh0x9u4kgtvxn,bias,1,822.7619122506949,1647.5238245013898,1652.6030088959994,1187.0,,,,,,,,,,,,,,,,
mmh0x9u4kgtvxn,wsls,2,820.6587606192545,1645.317521238509,1655.4758900277284,1187.0,,,,,,,,,,,,,,,,
mmh0x9u4kgtvxn,logistic,5,816.5113645055283,1643.0227290110563,1668.418650984105,1187.0,,,,,,,,,,,,,,,,
mmh0yegg0emahk,random,0,527.4850044061184,1054.9700088122368,1054.9700088122368,761.0,,,,,,,,,,,,,,,,
mmh0yegg0emahk,bias,1,527.4528094711558,1056.9056189423115,1061.5402523001733,761.0,,,,,,,,,,,,,,,,
mmh0yegg0emahk,wsls,2,525.0857662098344,1054.171532419669,1063.4407991353924,761.0,,,,,,,,,,,,,,,,
mmh0yegg0emahk,logistic,5,309.10323434250404,628.2064686850081,651.3796354743165,761.0,,,,,,,,,,,,,,,,
mmh115pr1lsvkw,random,0,596.106575281553,1192.213150563106,1192.213150563106,860.0,,,,,,,,,,,,,,,,
mmh115pr1lsvkw,bias,1,595.6506807643027,1193.3013615286054,1198.058293917853,860.0,,,,,,,,,,,,,,,,
mmh115pr1lsvkw,wsls,2,594.8113630957772,1193.6227261915544,1203.1365909700496,860.0,,,,,,,,,,,,,,,,
mmh115pr1lsvkw,logistic,5,486.90771825458376,983.8154365091676,1007.6000984554051,860.0,,,,,,,,,,,,,,,,
mmh16ou0ocswzc,random,0,691.0677390182655,1382.135478036531,1382.135478036531,997.0,,,,,,,,,,,,,,,,
mmh16ou0ocswzc,bias,1,691.0431650952031,1384.0863301904062,1388.991080960368,997.0,,,,,,,,,,,,,,,,
mmh16ou0ocswzc,wsls,2,690.1720214677548,1384.3440429355096,1394.1535444754334,997.0,,,,,,,,,,,,,,,,
mmh16ou0ocswzc,logistic,5,490.4435780540235,990.887156108047,1015.410909957856,997.0,,,,,,,,,,,,,,,,
mmh19xdl74m2p5,random,0,657.796674351388,1315.593348702776,1315.593348702776,949.0,,,,,,,,,,,,,,,,
mmh19xdl74m2p5,bias,1,657.6444006640779,1317.2888013281558,1322.1442101267658,949.0,,,,,,,,,,,,,,,,
mmh19xdl74m2p5,wsls,2,656.9117193742134,1317.8234387484267,1327.5342563456466,949.0,,,,,,,,,,,,,,,,
mmh19xdl74m2p5,logistic,5,314.7600841838588,639.5201683677176,663.7972123607673,949.0,,,,,,,,,,,,,,,,
mmh1cyh0ahaw8s,random,0,709.782712893384,1419.565425786768,1419.565425786768,1024.0,,,,,,,,,,,,,,,,
mmh1cyh0ahaw8s,bias,1,706.9598054257898,1415.9196108515796,1420.851082657179,1024.0,,,,,,,,,,,,,,,,
mmh1cyh0ahaw8s,wsls,2,704.2175725310009,1412.4351450620018,1422.2980886732007,1024.0,,,,,,,,,,,,,,,,
mmh1cyh0ahaw8s,logistic,5,470.65363799251713,951.3072759850344,975.9646350130316,1024.0,,,,,,,,,,,,,,,,
mmh1eq07kkdfkw,random,0,751.3715437269807,1502.7430874539614,1502.7430874539614,1084.0,,,,,,,,,,,,,,,,
mmh1eq07kkdfkw,bias,1,750.025968427851,1502.051936855702,1507.0403500377015,1084.0,,,,,,,,,,,,,,,,
mmh1eq07kkdfkw,wsls,2,747.6407281813562,1499.2814563627123,1509.2582827267115,1084.0,,,,,,,,,,,,,,,,
mmh1eq07kkdfkw,logistic,5,412.7871277129052,835.5742554258104,860.5163213358084,1084.0,,,,,,,,,,,,,,,,
mmh1jfrxrszco0,random,0,358.3570923494917,716.7141846989834,716.7141846989834,517.0,,,,,,,,,,,,,,,,
mmh1jfrxrszco0,bias,1,357.7524078230977,717.5048156461954,721.7528585207039,517.0,,,,,,,,,,,,,,,,
mmh1jfrxrszco0,wsls,2,356.99087939573207,717.9817587914641,726.477844540481,517.0,,,,,,,,,,,,,,,,
mmh1jfrxrszco0,logistic,5,233.9961500680652,477.9923001361303,499.23251450867247,517.0,,,,,,,,,,,,,,,,
mmh1qje9negjr0,random,0,633.5365230317899,1267.0730460635798,1267.0730460635798,914.0,,,,,,,,,,,,,,,,
mmh1qje9negjr0,bias,1,633.3592686846288,1268.7185373692575,1273.5363679407117,914.0,,,,,,,,,,,,,,,,
mmh1qje9negjr0,wsls,2,632.5969340904819,1269.1938681809638,1278.829529323872,914.0,,,,,,,,,,,,,,,,
mmh1qje9negjr0,logistic,5,543.9989941815145,1097.997988363029,1122.0871412202998,914.0,,,,,,,,,,,,,,,,
mmh1sestgp7zew,random,0,785.335755574418,1570.671511148836,1570.671511148836,1133.0,,,,,,,,,,,,,,,,
mmh1sestgp7zew,bias,1,785.300009390895,1572.60001878179,1577.632643042818,1133.0,,,,,,,,,,,,,,,,
mmh1sestgp7zew,wsls,2,784.5127813815201,1573.0255627630402,1583.0908112850962,1133.0,,,,,,,,,,,,,,,,
mmh1sestgp7zew,logistic,5,327.5289718614,665.0579437228,690.2210650279401,1133.0,,,,,,,,,,,,,,,,
mmh1tezp242ppu,random,0,664.7281461569876,1329.4562923139752,1329.4562923139752,959.0,,,,,,,,,,,,,,,,
mmh1tezp242ppu,bias,1,664.4022489676265,1330.804497935253,1335.6703890101364,959.0,,,,,,,,,,,,,,,,
mmh1tezp242ppu,wsls,2,663.696144514649,1331.392289029298,1341.124071179065,959.0,,,,,,,,,,,,,,,,
mmh1tezp242ppu,logistic,5,560.3700536861102,1130.7401073722203,1155.0695627466375,959.0,,,,,,,,,,,,,,,,
mmh1wzqpu4iob1,random,0,587.0956619342737,1174.1913238685474,1174.1913238685474,847.0,,,,,,,,,,,,,,,,
mmh1wzqpu4iob1,bias,1,586.8825389815318,1175.7650779630635,1180.5067786577156,847.0,,,,,,,,,,,,,,,,
mmh1wzqpu4iob1,wsls,2,585.9625598075822,1175.9251196151645,1185.4085210044686,847.0,,,,,,,,,,,,,,,,
mmh1wzqpu4iob1,logistic,5,297.4789375016925,604.957875003385,628.6663784766453,847.0,,,,,,,,,,,,,,,,
mmh250jg0prrne,random,0,569.766982420275,1139.53396484055,1139.53396484055,822.0,,,,,,,,,,,,,,,,
mmh250jg0prrne,bias,1,569.5698863748194,1141.1397727496387,1145.851513144695,822.0,,,,,,,,,,,,,,,,
mmh250jg0prrne,wsls,2,568.6588134282473,1141.3176268564946,1150.741107646607,822.0,,,,,,,,,,,,,,,,
mmh250jg0prrne,logistic,5,547.981941993238,1105.963883986476,1129.522585961757,822.0,,,,,,,,,,,,,,,,
mmh28cu87aoonk,random,0,570.460129600835,1140.92025920167,1140.92025920167,823.0,,,,,,,,,,,,,,,,
mmh28cu87aoonk,bias,1,568.3434905974577,1138.6869811949157,1143.3999373955926,823.0,,,,,,,,,,,,,,,,
mmh28cu87aoonk,wsls,2,566.3276041231115,1136.655208246223,1146.081120647577,823.0,,,,,,,,,,,,,,,,
mmh28cu87aoonk,logistic,5,487.5659160775387,985.1318321550774,1008.6966131584628,823.0,,,,,,,,,,,,,,,,
mmgkzukxb91bym,q_learning,2,514.344433372095,1032.68886674419,1042.6095622023925,1054.0,0.4916136915376561,3.5807604315214947,,,,,,,,,,,,,,
mmgkzukxb91bym,q_dual_alpha,3,508.7307939015234,1023.4615878030468,1038.3426309903507,1054.0,,3.198774306101892,0.7481101363495147,0.3776650547442816,,,,,,,,,,,,
mmgkzukxb91bym,q_forgetting,3,520.8690800951605,1047.738160190321,1062.619203377625,1054.0,0.4809572351520059,3.591610178654515,,,0.0066928509242848,,,,,,,,,,,
mmgkzukxb91bym,q_dynamic_alpha,4,508.7959988401621,1025.5919976803243,1045.4333885967294,1054.0,,3.761484418545324,,,,0.2192804119565842,0.8215951388565923,0.9933071490757152,,,,,,,,
mmgkzukxb91bym,q_phase_aware,5,511.8274121543129,1033.6548243086258,1058.4565629541323,1054.0,,3.702393057276735,,,,,,,0.3977800535173297,0.5233113703755382,0.5300588400528304,0.5296667922216539,,,,
mmglwqjl2idcz3,q_learning,2,173.79253441651483,351.58506883302965,360.32144320573065,583.0,0.1519496019880397,11.629817218578824,,,,,,,,,,,,,,
mmglwqjl2idcz3,q_dual_alpha,3,173.7117651453032,353.4235302906064,366.5280918496578,583.0,,12.323843062548711,0.1594919378605556,0.1405359213980551,,,,,,,,,,,,
mmglwqjl2idcz3,q_forgetting,3,119.6957785052427,245.3915570104854,258.49611856953686,583.0,0.3320226407410442,8.649118267494245,,,0.3573272597586421,,,,,,,,,,,
mmglwqjl2idcz3,q_dynamic_alpha,4,161.06488946118375,330.1297789223675,347.6025276677695,583.0,,10.55391707478845,,,,0.0708805575263993,0.9933071490757152,0.9933071490757152,,,,,,,,
mmglwqjl2idcz3,q_phase_aware,5,148.3433185133372,306.6866370266744,328.5275729584269,583.0,,10.372940487644383,,,,,,,0.0874217026389261,0.3248288761731385,0.2118391371588169,0.35908945813082,,,,
mmgnnwif7rgnag,q_learning,2,438.96927632901617,881.9385526580323,891.3375533383557,812.0,0.5938871495764112,2.5018883392124702,,,,,,,,,,,,,,
mmgnnwif7rgnag,q_dual_alpha,3,433.47950659526896,872.9590131905379,887.057514211023,812.0,,2.6431113127593355,0.3945612397243665,0.7836872319880915,,,,,,,,,,,,
mmgnnwif7rgnag,q_forgetting,3,431.62851218515993,869.2570243703199,883.3555253908049,812.0,0.4907479816359559,3.5262920471537,,,0.1549136478641554,,,,,,,,,,,
mmgnnwif7rgnag,q_dynamic_alpha,4,437.5891509877749,883.1783019755499,901.9763033361966,812.0,,2.533935237878347,,,,0.3326722148509563,0.9661742471463513,0.9856154575398276,,,,,,,,
mmgnnwif7rgnag,q_phase_aware,5,433.4429678899935,876.885935779987,900.3834374807954,812.0,,2.580664973681874,,,,,,,0.6339954650975637,0.40030747979281,0.6823764765776335,0.788576262555732,,,,
mmgp4bc84vs4qt,q_learning,2,654.5164538283693,1313.0329076567386,1323.051725522156,1107.0,0.5011291692841893,2.280704597720681,,,,,,,,,,,,,,
mmgp4bc84vs4qt,q_dual_alpha,3,643.1904799325105,1292.380959865021,1307.4091866631468,1107.0,,2.137987840757043,0.844866822001802,0.3532339946900806,,,,,,,,,,,,
mmgp4bc84vs4qt,q_forgetting,3,658.1932873337305,1322.386574667461,1337.4148014655868,1107.0,0.4900179361606185,2.285426266964599,,,0.0066928509242848,,,,,,,,,,,
mmgp4bc84vs4qt,q_dynamic_alpha,4,653.7091023089902,1315.4182046179803,1335.455840348815,1107.0,,2.318612965229504,,,,0.3478240472380757,0.4918092178052465,0.9933071490757152,,,,,,,,
mmgp4bc84vs4qt,q_phase_aware,5,647.0315320243449,1304.0630640486895,1329.110108712233,1107.0,,4.878537832456369,,,,,,,0.0321909565263017,0.0066928509242848,0.4628174168754905,0.5480096573647188,,,,
mmgp4tj5hwk1cr,q_learning,2,582.1557458967807,1168.3114917935611,1178.068144730144,971.0,0.2854536950170142,2.604613256359535,,,,,,,,,,,,,,
mmgp4tj5hwk1cr,q_dual_alpha,3,574.9170348090856,1155.8340696181713,1170.4690490230453,971.0,,3.333699300971739,0.4026784623976762,0.1331029238330694,,,,,,,,,,,,
mmgp4tj5hwk1cr,q_forgetting,3,586.2746434722737,1178.5492869445477,1193.1842663494217,971.0,0.2739373360344306,2.6287745621723,,,0.0066928509242848,,,,,,,,,,,
mmgp4tj5hwk1cr,q_dynamic_alpha,4,582.1612446116951,1172.3224892233902,1191.8357950965556,971.0,,2.6026517591567786,,,,0.283175372444486,0.0066928509242848,0.8571038439744358,,,,,,,,
mmgp4tj5hwk1cr,q_phase_aware,5,578.6348409856342,1167.2696819712685,1191.6613143127252,971.0,,2.732337409859802,,,,,,,0.4210532945515852,0.1451770592276952,0.2979457847729296,0.2773429579573348,,,,
mmgp5kmoz5itw5,q_learning,2,142.0735581991074,288.1471163982148,295.5006240027513,292.0,0.6536598254830056,3.5584304691075297,,,,,,,,,,,,,,
mmgp5kmoz5itw5,q_dual_alpha,3,141.51221772535845,289.02443545071685,300.0546968575217,292.0,,2.7912071265062286,0.6244138833711083,0.8870518172159803,,,,,,,,,,,,
mmgp5kmoz5itw5,q_forgetting,3,85.83405698104374,177.6681139620875,188.6983753688924,292.0,0.5472796983794834,5.947334370004418,,,0.8781882915715722,,,,,,,,,,,
mmgp5kmoz5itw5,q_dynamic_alpha,4,139.71126244686806,287.4225248937361,302.12954010280924,292.0,,3.7804839716840224,,,,0.5036745079025517,0.9933071490757152,0.981911266766508,,,,,,,,
mmgp5kmoz5itw5,q_phase_aware,5,133.0320870388168,276.0641740776336,294.447943088975,292.0,,3.940529863399682,,,,,,,0.4522531439667058,0.5763399038315814,0.3682298748439162,0.9933071490757152,,,,
mmgp92mez7ni28,q_learning,2,639.7714904276436,1283.5429808552872,1293.6827291122042,1176.0,0.3069788775629048,4.635509651185594,,,,,,,,,,,,,,
mmgp92mez7ni28,q_dual_alpha,3,636.8950585077738,1279.7901170155476,1294.999739400923,1176.0,,3.692210594749019,0.4540890569378962,0.2572176567841396,,,,,,,,,,,,
mmgp92mez7ni28,q_forgetting,3,651.8202961710159,1309.6405923420318,1324.8502147274075,1176.0,0.294358418100492,4.569762136758153,,,0.0066928509242848,,,,,,,,,,,
mmgp92mez7ni28,q_dynamic_alpha,4,631.7121522457703,1271.4243044915406,1291.703801005375,1176.0,,5.142108802133249,,,,0.0066928509242848,0.8743224441451461,0.9909821497535868,,,,,,,,
mmgp92mez7ni28,q_phase_aware,5,630.8819846222437,1271.7639692444875,1297.1133398867803,1176.0,,4.822100603262733,,,,,,,0.366408736438435,0.2763957819608315,0.4028022311116164,0.2262550812205297,,,,
mmgp978syi159c,q_learning,2,604.0862193094788,1212.1724386189576,1221.9393637917838,976.0,0.423684969510776,1.8062499149415348,,,,,,,,,,,,,,
mmgp978syi159c,q_dual_alpha,3,601.2011334549416,1208.402266909883,1223.0526546691224,976.0,,2.018964182091026,0.2853673459817885,0.5828278729275322,,,,,,,,,,,,
mmgp978syi159c,q_forgetting,3,604.5385388495566,1215.0770776991133,1229.7274654583523,976.0,0.4171841625156815,1.8405482897883187,,,0.0066928509242848,,,,,,,,,,,
mmgp978syi159c,q_dynamic_alpha,4,602.845570205164,1213.691140410328,1233.2249907559803,976.0,,1.806457744841509,,,,0.1977577493898434,0.7203246740559754,0.9872806086389608,,,,,,,,
mmgp978syi159c,q_phase_aware,5,599.1311172115309,1208.2622344230615,1232.6795473551272,976.0,,1.8744842670240889,,,,,,,0.324642922914098,0.5188575678514123,0.3590020233113552,0.8030123708877225,,,,
mmgp9zmmm2qlbz,q_learning,2,629.5232217740422,1263.0464435480844,1272.928823658221,1034.0,0.4690789533906835,2.0049013787532948,,,,,,,,,,,,,,
mmgp9zmmm2qlbz,q_dual_alpha,3,629.4500863224565,1264.900172644913,1279.7237428101182,1034.0,,2.005014932520779,0.4941863442406406,0.4398490468880062,,,,,,,,,,,,
mmgp9zmmm2qlbz,q_forgetting,3,619.3124949636934,1244.6249899273869,1259.448560092592,1034.0,0.1635849573857225,5.3415051421389474,,,0.3483674183130691,,,,,,,,,,,
mmgp9zmmm2qlbz,q_dynamic_alpha,4,629.5485862706751,1267.09717254135,1286.8619327616236,1034.0,,2.004033285496313,,,,0.4669076260613624,0.0066928509242848,0.9518146475412228,,,,,,,,
mmgp9zmmm2qlbz,q_phase_aware,5,625.2612676606865,1260.522535321373,1285.2284855967148,1034.0,,2.0710037497440594,,,,,,,0.6043763202320919,0.4092788907718371,0.339518681739384,0.4460840963857134,,,,
mmgpaypnopkm1q,q_learning,2,393.9286814541846,791.8573629083692,801.4012340200484,873.0,0.5422342096583421,3.749697690628482,,,,,,,,,,,,,,
mmgpaypnopkm1q,q_dual_alpha,3,393.9177127742309,793.8354255484617,808.1512322159805,873.0,,3.735444429500436,0.5516575772930017,0.53257711627563,,,,,,,,,,,,
mmgpaypnopkm1q,q_forgetting,3,399.8369472255816,805.6738944511632,819.989701118682,873.0,0.5365437030843652,3.7373084770041993,,,0.0066928509242848,,,,,,,,,,,
mmgpaypnopkm1q,q_dynamic_alpha,4,393.950837426524,795.9016748530479,814.9894170764063,873.0,,3.749556776684952,,,,0.5398685813233618,0.0066928509242848,0.9786771398865932,,,,,,,,
mmgpaypnopkm1q,q_phase_aware,5,391.43453856970126,792.8690771394025,816.7287549186005,873.0,,3.765580116364327,,,,,,,0.6337312585666279,0.5153957392256342,0.469499012445399,0.62651167964024,,,,
mmgpciu4e2yunz,q_learning,2,430.27492892806646,864.5498578561329,874.3951456390847,1015.0,0.4539274555977238,4.942289551321868,,,,,,,,,,,,,,
mmgpciu4e2yunz,q_dual_alpha,3,427.364036656576,860.728073313152,875.4960049875797,1015.0,,6.3751846742661575,0.31588092510043,0.5197513284731561,,,,,,,,,,,,
mmgpciu4e2yunz,q_forgetting,3,442.0025400301178,890.0050800602357,904.7730117346634,1015.0,0.4405776438165336,4.848391486627144,,,0.0066928509242848,,,,,,,,,,,
mmgpciu4e2yunz,q_dynamic_alpha,4,424.4180939290578,856.8361878581156,876.5267634240192,1015.0,,5.035713692001124,,,,0.2866215346598538,0.4391636020103779,0.0066928509242848,,,,,,,,
mmgpciu4e2yunz,q_phase_aware,5,428.0967993904114,866.1935987808229,890.8068182382023,1015.0,,5.008637424848258,,,,,,,0.3967221793366343,0.4532336127288217,0.5254473532010456,0.4262520781987119,,,,
mmgpgi4g1jzpv2,q_learning,2,653.9898618654831,1311.9797237309665,1321.8289485230634,1017.0,0.6153068790619013,1.2707736596478842,,,,,,,,,,,,,,
mmgpgi4g1jzpv2,q_dual_alpha,3,646.8146884834098,1299.6293769668196,1314.403214154965,1017.0,,1.290609260982271,0.9933071490757152,0.3778618248079045,,,,,,,,,,,,
mmgpgi4g1jzpv2,q_forgetting,3,654.5768496605588,1315.1536993211175,1329.9275365092633,1017.0,0.6029433362969606,1.3054662411456497,,,0.0066928509242848,,,,,,,,,,,
mmgpgi4g1jzpv2,q_dynamic_alpha,4,653.943346080194,1315.886692160388,1335.5851417445824,1017.0,,1.271619223388304,,,,0.5554974129775794,0.24370567361499,0.9933071490757152,,,,,,,,
mmgpgi4g1jzpv2,q_phase_aware,5,590.5024719781484,1191.0049439562968,1215.6280059365397,1017.0,,3.430106552264265,,,,,,,0.4846113262657225,0.0066928509242848,0.61996600305306,0.4235608542607327,,,,
mmgpiq4ct3r8s1,q_learning,2,506.5432046726497,1017.0864093452994,1026.576882044268,850.0,0.3713221583815086,2.444297227258679,,,,,,,,,,,,,,
mmgpiq4ct3r8s1,q_dual_alpha,3,498.79599265201045,1003.5919853040208,1017.827694352474,850.0,,3.294978005403525,0.1568132581302027,0.4503083794623796,,,,,,,,,,,,
mmgpiq4ct3r8s1,q_forgetting,3,510.288108123877,1026.576216247754,1040.8119252962072,850.0,0.3545604516226154,2.489911795464842,,,0.0066928509242848,,,,,,,,,,,
mmgpiq4ct3r8s1,q_dynamic_alpha,4,506.556074829963,1021.112149659926,1040.0930950578634,850.0,,2.4434801625885134,,,,0.370006312344266,0.0066928509242848,0.9933071490757152,,,,,,,,
mmgpiq4ct3r8s1,q_phase_aware,5,500.7259274162348,1011.4518548324696,1035.178036579891,850.0,,2.478807011633444,,,,,,,0.4487843503134674,0.2135635618753741,0.6247226005460212,0.3748760717355788,,,,
mmgpqa16u4u07b,q_learning,2,530.7505777483691,1065.5011554967382,1075.2884682059434,986.0,0.4861036080133765,2.766011876371272,,,,,,,,,,,,,,
mmgpqa16u4u07b,q_dual_alpha,3,529.6219651411947,1065.243930282389,1079.9248993461972,986.0,,2.559530805154656,0.8245731768503476,0.297487742819916,,,,,,,,,,,,
mmgpqa16u4u07b,q_forgetting,3,537.4265340890125,1080.853068178025,1095.534037241833,986.0,0.4781997686935521,2.7472792438449494,,,0.0066928509242848,,,,,,,,,,,
mmgpqa16u4u07b,q_dynamic_alpha,4,530.7715216463154,1069.5430432926307,1089.1176687110412,986.0,,2.765983454341659,,,,0.4842002063650114,0.0066928509242848,0.9933071490757152,,,,,,,,
mmgpqa16u4u07b,q_phase_aware,5,529.6327067575684,1069.2654135151367,1093.73369528815,986.0,,2.804263306317993,,,,,,,0.4419390030718685,0.5518955209083773,0.4792507528739481,0.4293471202504778,,,,
mmgpy8l4xh9nto,q_learning,2,740.079269425501,1484.158538851002,1494.161030095141,1098.0,0.4105966411816217,0.7666827271318623,,,,,,,,,,,,,,
mmgpy8l4xh9nto,q_dual_alpha,3,739.6788598774709,1485.357719754942,1500.3614566211502,1098.0,,0.875880223143679,0.2687953375611144,0.513229633905254,,,,,,,,,,,,
mmgpy8l4xh9nto,q_forgetting,3,728.5159134659084,1463.0318269318168,1478.0355637980251,1098.0,0.0682523736267722,5.78571408803637,,,0.5265873666681045,,,,,,,,,,,
mmgpy8l4xh9nto,q_dynamic_alpha,4,740.0684633296626,1488.1369266593251,1508.141909147603,1098.0,,0.7679866858731358,,,,0.33566340312055,0.2939117911421013,0.9933071490757152,,,,,,,,
mmgpy8l4xh9nto,q_phase_aware,5,736.4318178208007,1482.8636356416014,1507.8698637519487,1098.0,,1.3364928344461902,,,,,,,0.0066928509242848,0.0066928509242848,0.3059731388250381,0.5392167227086908,,,,
mmgq3qouddjc6z,q_learning,2,629.7537872279269,1263.5075744558535,1273.6078194963918,1153.0,0.3831187075644497,4.644191143244071,,,,,,,,,,,,,,
mmgq3qouddjc6z,q_dual_alpha,3,628.9507548755066,1263.9015097510132,1279.0518773118204,1153.0,,5.635304406637848,0.2937062292018034,0.422087812378828,,,,,,,,,,,,
mmgq3qouddjc6z,q_forgetting,3,629.6868080660623,1265.3736161321249,1280.5239836929318,1153.0,0.3685138358554231,4.8544761214735255,,,0.0066928509242848,,,,,,,,,,,
